Test ID,ADC,Voltage
67,DAQ_VDACOUT,0.9990234375
67,DAQ_VSSA,0.037109375
67,DAQ_VDDTX,0.08835565476190475
67,DAQ_VDDRX,0.09533110119047619
67,DAQ_VDD,0.09068080357142858
67,DAQ_VDDA,0.08835565476190475
67,DAQ_VREF,0.505859375
67,WEST_VDACOUT,0.9990234375
67,WEST_VSSA,0.0302734375
67,WEST_VDDTX,0.07440476190476192
67,WEST_VDDRX,0.07672991071428573
67,WEST_VDD,0.07672991071428573
67,WEST_VDDA,0.0720796130952381
67,WEST_VREF,0.4990234375
67,EAST_VDACOUT,0.9990234375
67,EAST_VSSA,0.0322265625
67,EAST_VDDTX,0.07672991071428573
67,EAST_VDDRX,0.08138020833333334
67,EAST_VDD,0.07905505952380953
67,EAST_VDDA,0.07672991071428573
67,EAST_VREF,0.501953125
73,DAQ_VDACOUT,0.9990234375
73,DAQ_VSSA,0.0283203125
73,DAQ_VDDTX,0.06742931547619048
73,DAQ_VDDRX,0.07672991071428573
73,DAQ_VDD,0.0720796130952381
73,DAQ_VDDA,0.06742931547619048
73,DAQ_VREF,0.498046875
73,WEST_VDACOUT,0.9990234375
73,WEST_VSSA,0.0322265625
73,WEST_VDDTX,0.07672991071428573
73,WEST_VDDRX,0.08370535714285715
73,WEST_VDD,0.07905505952380953
73,WEST_VDDA,0.07672991071428573
73,WEST_VREF,0.5009765625
73,EAST_VDACOUT,0.9990234375
73,EAST_VSSA,0.0341796875
73,EAST_VDDTX,0.08603050595238095
73,EAST_VDDRX,0.09300595238095238
73,EAST_VDD,0.08603050595238095
73,EAST_VDDA,0.08370535714285715
73,EAST_VREF,0.5048828125
79,DAQ_VDACOUT,0.9990234375
79,DAQ_VSSA,0.037109375
79,DAQ_VDDTX,0.08835565476190475
79,DAQ_VDDRX,0.09533110119047619
79,DAQ_VDD,0.09068080357142858
79,DAQ_VDDA,0.08835565476190475
79,DAQ_VREF,0.505859375
79,WEST_VDACOUT,0.9990234375
79,WEST_VSSA,0.0302734375
79,WEST_VDDTX,0.07440476190476192
79,WEST_VDDRX,0.07672991071428573
79,WEST_VDD,0.07672991071428573
79,WEST_VDDA,0.0720796130952381
79,WEST_VREF,0.4990234375
79,EAST_VDACOUT,0.9990234375
79,EAST_VSSA,0.0322265625
79,EAST_VDDTX,0.07672991071428573
79,EAST_VDDRX,0.08138020833333334
79,EAST_VDD,0.07905505952380953
79,EAST_VDDA,0.07672991071428573
79,EAST_VREF,0.501953125
86,DAQ_VDACOUT,0.9990234375
86,DAQ_VSSA,0.0283203125
86,DAQ_VDDTX,0.06742931547619048
