Test ID,Phase,E Link,Bit Errors
77,10,1,128813526
77,10,2,0
77,10,3,0
77,10,4,410932
77,10,5,805239
77,10,6,0
77,10,7,0
77,10,8,156807797
77,10,9,0
77,10,10,0
77,10,11,0
77,10,12,0
77,10,13,805239
77,10,14,0
77,10,15,0
77,10,16,156807797
77,10,17,0
77,10,18,0
77,10,19,0
77,10,20,0
77,11,0,0
77,11,1,0
77,11,2,0
77,11,3,0
77,11,4,0
77,11,5,0
77,11,6,0
77,11,7,0
77,11,8,0
77,11,9,0
77,11,10,0
77,11,11,0
77,11,12,0
77,11,13,0
77,11,14,0
77,11,15,182
77,11,16,0
77,11,17,62059666
77,11,18,62059666
77,11,19,0
77,11,20,0
77,12,0,0
77,12,1,8850424
77,12,2,373
77,12,3,373
77,12,4,564535889
77,12,5,564535889
77,12,6,564535889
77,12,7,564535889
77,12,8,0
77,12,9,8850424
77,12,10,373
77,12,11,0
77,12,12,564535889
77,12,13,564535889
77,12,14,564535889
77,12,15,564535889
77,12,16,0
77,12,17,507203459
77,12,18,82625736
77,12,19,644007414
77,12,20,545042339
77,13,0,0
77,13,1,467704455
77,13,2,467704455
77,13,3,1125
77,13,4,1125
77,13,5,1125
77,13,6,1125
77,13,7,0
77,13,8,0
77,13,9,467704455
77,13,10,467704455
77,13,11,1125
77,13,12,1125
77,13,13,1125
77,13,14,1125
77,13,15,0
77,13,16,23479896
77,13,17,0
77,13,18,636953355
77,13,19,636953355
77,13,20,636953355
77,14,0,0
77,14,1,0
77,14,2,0
77,14,3,0
77,14,4,0
77,14,5,20043
77,14,6,20043
77,14,7,0
77,14,8,0
77,14,9,0
77,14,10,0
77,14,11,487736000
77,14,12,0
77,14,13,0
77,14,14,624505840
77,14,15,830236974
77,14,16,597349986
77,14,17,964056605
77,14,18,0
77,14,19,0
77,14,20,0
77,15,0,1119693288
77,15,1,1119693288
77,15,2,1119693288
77,15,3,1119693288
77,15,4,1119693288
77,15,5,1119693288
77,15,6,1119693288
77,15,7,1119693288
77,15,8,1119693288
77,15,9,1119693288
77,15,10,1119693288
77,15,11,1119693288
77,15,12,1119693288
77,15,13,1119693288
77,15,14,1119693288
77,15,15,1119693288
77,15,16,1119693288
77,15,17,1119693288
77,15,18,1119693288
77,15,19,1119693288
77,15,20,1119693288
83,0,0,0
83,0,1,0
83,0,2,0
83,0,3,0
83,0,4,0
83,0,5,0
83,0,6,0
83,0,7,0
83,0,8,0
83,0,9,0
83,0,10,0
83,0,11,0
83,0,12,0
83,0,13,0
83,0,14,0
83,0,15,0
83,0,16,0
83,0,17,0
83,0,18,0
83,0,19,0
83,0,20,0
83,1,0,0
83,1,1,0
83,1,2,0
83,1,3,0
83,1,4,0
83,1,5,0
83,1,6,0
83,1,7,246868742
83,1,8,246868742
83,1,9,0
83,1,10,0
83,1,11,0
83,1,12,0
83,1,13,0
83,1,14,0
83,1,15,0
83,1,16,0
83,1,17,0
83,1,18,0
83,1,19,0
83,1,20,0
83,2,0,0
83,2,1,0
83,2,2,0
83,2,3,0
83,2,4,0
83,2,5,0
83,2,6,0
83,2,7,0
83,2,8,0
83,2,9,0
83,2,10,0
83,2,11,0
83,2,12,0
83,2,13,1364985
83,2,14,1364985
83,2,15,0
83,2,16,259425888
83,2,17,0
83,2,18,0
83,2,19,0
83,2,20,0
83,3,0,0
83,3,1,139946177
83,3,2,0
83,3,3,0
83,3,4,0
83,3,5,0
83,3,6,490
83,3,7,0
83,3,8,0
83,3,9,0
83,3,10,0
83,3,11,0
83,3,12,0
83,3,13,0
83,3,14,0
83,3,15,0
83,3,16,0
83,3,17,0
83,3,18,3570582
83,3,19,0
83,3,20,0
83,4,0,0
83,4,1,0
83,4,2,0
83,4,3,0
83,4,4,0
83,4,5,410451597
83,4,6,747415
83,4,7,747415
83,4,8,371250349
83,4,9,371250349
83,4,10,371250349
83,4,11,371250349
83,4,12,0
83,4,13,410451597
83,4,14,747415
83,4,15,747415
83,4,16,371250349
83,4,17,371250349
83,4,18,371250349
83,4,19,371250349
83,4,20,0
83,5,0,0
83,5,1,0
83,5,2,0
83,5,3,0
83,5,4,438854916
83,5,5,0
83,5,6,90686
83,5,7,90686
83,5,8,90686
83,5,9,90686
83,5,10,0
83,5,11,0
83,5,12,438854916
83,5,13,438854916
83,5,14,90686
83,5,15,90686
83,5,16,90686
83,5,17,90686
83,5,18,0
83,5,19,0
83,5,20,0
83,6,0,0
83,6,1,0
83,6,2,348336646
83,6,3,0
83,6,4,0
83,6,5,0
83,6,6,0
83,6,7,0
83,6,8,0
83,6,9,0
83,6,10,0
83,6,11,0
83,6,12,0
83,6,13,0
83,6,14,0
83,6,15,0
83,6,16,0
83,6,17,0
83,6,18,0
83,6,19,0
83,6,20,0
83,7,0,0
83,7,1,0
83,7,2,0
83,7,3,0
83,7,4,0
83,7,5,0
83,7,6,0
83,7,7,0
83,7,8,0
83,7,9,0
83,7,10,0
83,7,11,1771
83,7,12,0
83,7,13,0
83,7,14,546936594
83,7,15,102230872
83,7,16,631341511
83,7,17,942399021
83,7,18,0
83,7,19,0
83,7,20,0
83,8,0,0
83,8,1,0
83,8,2,0
83,8,3,0
83,8,4,0
83,8,5,0
83,8,6,0
83,8,7,0
83,8,8,0
83,8,9,0
83,8,10,0
83,8,11,0
83,8,12,0
83,8,13,0
83,8,14,0
83,8,15,0
83,8,16,537059303
83,8,17,172782302
83,8,18,566455955
83,8,19,733901207
83,8,20,0
83,9,0,0
83,9,1,0
83,9,2,0
83,9,3,0
83,9,4,503388670
83,9,5,24088206
83,9,6,0
83,9,7,0
83,9,8,0
83,9,9,0
83,9,10,0
83,9,11,0
83,9,12,0
83,9,13,24088206
83,9,14,0
83,9,15,0
83,9,16,0
83,9,17,0
83,9,18,0
83,9,19,0
83,9,20,0
83,10,0,0
83,10,1,0
83,10,2,0
83,10,3,0
83,10,4,0
83,10,5,0
83,10,6,0
83,10,7,124401
83,10,8,0
83,10,9,0
83,10,10,321268493
83,10,11,0
83,10,12,0
83,10,13,0
83,10,14,0
83,10,15,0
83,10,16,0
83,10,17,0
83,10,18,576564232
83,10,19,150636841
83,10,20,568373379
83,11,0,0
83,11,1,0
83,11,2,0
83,11,3,0
83,11,4,0
83,11,5,0
83,11,6,0
83,11,7,0
83,11,8,0
83,11,9,0
83,11,10,0
83,11,11,11689976
83,11,12,0
83,11,13,0
83,11,14,0
83,11,15,0
83,11,16,0
83,11,17,305
83,11,18,0
83,11,19,11689976
83,11,20,11689976
83,12,0,508727057
83,12,1,508727057
83,12,2,508727057
83,12,3,0
83,12,4,22462493
83,12,5,172097714
83,12,6,172097714
83,12,7,508727057
83,12,8,508727057
83,12,9,508727057
83,12,10,508727057
83,12,11,0
83,12,12,276522866
83,12,13,82890737
83,12,14,613562399
83,12,15,31865992
83,12,16,698475401
83,12,17,779890059
83,12,18,0
83,12,19,0
83,12,20,0
83,13,0,104613283
83,13,1,104613283
83,13,2,104613283
83,13,3,104613283
83,13,4,104613283
83,13,5,104613283
83,13,6,104613283
83,13,7,104613283
83,13,8,104613283
83,13,9,104613283
83,13,10,104613283
83,13,11,104613283
83,13,12,104613283
83,13,13,104613283
83,13,14,0
83,13,15,0
83,13,16,514043874
83,13,17,514043874
83,13,18,104613283
83,13,19,104613283
83,13,20,104613283
83,14,0,0
83,14,1,0
83,14,2,0
83,14,3,0
83,14,4,0
83,14,5,0
83,14,6,0
83,14,7,0
83,14,8,0
83,14,9,0
83,14,10,0
83,14,11,523781163
83,14,12,0
83,14,13,0
83,14,14,0
83,14,15,74361315
83,14,16,716792865
83,14,17,940396137
83,14,18,0
83,14,19,0
83,14,20,0
83,15,0,1119122116
83,15,1,1119122116
83,15,2,1119122116
83,15,3,1119122116
83,15,4,1119122116
83,15,5,1119122116
83,15,6,1119122116
83,15,7,1119122116
83,15,8,1119122116
83,15,9,1119122116
83,15,10,1119122116
83,15,11,1119122116
83,15,12,1119122116
83,15,13,1119122116
83,15,14,1119122116
83,15,15,1119122116
83,15,16,1119122116
83,15,17,1119122116
83,15,18,1119122116
83,15,19,1119122116
83,15,20,1119122116
90,0,0,59861227
90,0,1,0
90,0,2,39944786
90,0,3,0
90,0,4,0
90,0,5,0
90,0,6,0
90,0,7,0
90,0,8,0
90,0,9,0
90,0,10,0
90,0,11,0
90,0,12,0
90,0,13,0
90,0,14,0
90,0,15,0
90,0,16,0
90,0,17,0
90,0,18,0
90,0,19,0
90,0,20,0
90,1,0,0
90,1,1,0
90,1,2,0
90,1,3,0
90,1,4,0
90,1,5,0
90,1,6,0
90,1,7,149366111
90,1,8,0
90,1,9,0
90,1,10,0
90,1,11,0
90,1,12,0
90,1,13,0
90,1,14,0
90,1,15,0
90,1,16,0
90,1,17,0
90,1,18,0
90,1,19,0
90,1,20,0
90,2,0,0
90,2,1,0
90,2,2,51748379
90,2,3,0
90,2,4,0
90,2,5,0
90,2,6,0
90,2,7,0
90,2,8,0
90,2,9,0
90,2,10,51748379
90,2,11,51748379
90,2,12,0
90,2,13,0
90,2,14,0
90,2,15,0
90,2,16,0
90,2,17,0
90,2,18,563462330
90,2,19,550571578
90,2,20,409055291
90,3,0,0
90,3,1,0
90,3,2,299806280
90,3,3,0
90,3,4,0
90,3,5,0
90,3,6,0
90,3,7,0
90,3,8,0
90,3,9,211667205
90,3,10,0
90,3,11,0
90,3,12,0
90,3,13,0
90,3,14,0
90,3,15,0
90,3,16,0
90,3,17,211667205
90,3,18,0
90,3,19,0
90,3,20,0
90,4,0,312705757
90,4,1,312705757
90,4,2,312705757
90,4,3,312705757
90,4,4,312705757
90,4,5,312705757
90,4,6,312705757
90,4,7,312705757
90,4,8,312705757
90,4,9,312705757
90,4,10,0
90,4,11,554338311
90,4,12,0
90,4,13,0
90,4,14,312705757
90,4,15,312705757
90,4,16,312705757
90,4,17,312705757
90,4,18,0
90,4,19,224239949
90,4,20,252618411
90,5,0,817911
90,5,1,817911
90,5,2,817911
90,5,3,817911
90,5,4,0
90,5,5,0
90,5,6,402016673
90,5,7,0
90,5,8,817911
90,5,9,817911
90,5,10,817911
90,5,11,817911
90,5,12,0
90,5,13,0
90,5,14,0
90,5,15,599646988
90,5,16,588694480
90,5,17,588694480
90,5,18,913369871
90,5,19,0
90,5,20,0
90,6,0,445431488
90,6,1,445431488
90,6,2,445431488
90,6,3,445431488
90,6,4,445431488
90,6,5,445431488
90,6,6,445431488
90,6,7,445431488
90,6,8,0
90,6,9,503967463
90,6,10,0
90,6,11,0
90,6,12,0
90,6,13,0
90,6,14,14211
90,6,15,0
90,6,16,0
90,6,17,0
90,6,18,0
90,6,19,0
90,6,20,0
90,7,0,0
90,7,1,0
90,7,2,0
90,7,3,0
90,7,4,0
90,7,5,0
90,7,6,0
90,7,7,0
90,7,8,0
90,7,9,0
90,7,10,0
90,7,11,128200631
90,7,12,0
90,7,13,0
90,7,14,477233586
90,7,15,782929674
90,7,16,486431086
90,7,17,969493547
90,7,18,969493547
90,7,19,969493547
90,7,20,969493547
90,8,0,0
90,8,1,0
90,8,2,0
90,8,3,0
90,8,4,0
90,8,5,0
90,8,6,0
90,8,7,0
90,8,8,0
90,8,9,0
90,8,10,0
90,8,11,0
90,8,12,0
90,8,13,0
90,8,14,0
90,8,15,0
90,8,16,0
90,8,17,0
90,8,18,0
90,8,19,0
90,8,20,0
90,9,0,36656520
90,9,1,36656520
90,9,2,36656520
90,9,3,36656520
90,9,4,36656520
90,9,5,36656520
90,9,6,36656520
90,9,7,36656520
90,9,8,36656520
90,9,9,36656520
90,9,10,0
90,9,11,0
90,9,12,0
90,9,13,0
90,9,14,575605650
90,9,15,575605650
90,9,16,430690003
90,9,17,617307729
90,9,18,427428431
90,9,19,427428431
90,9,20,243958831
90,10,0,0
90,10,1,128813526
90,10,2,0
90,10,3,0
90,10,4,410932
90,10,5,805239
90,10,6,0
90,10,7,0
90,10,8,156807797
90,10,9,0
90,10,10,0
90,10,11,0
90,10,12,0
90,10,13,805239
90,10,14,0
90,10,15,0
90,10,16,156807797
90,10,17,0
90,10,18,0
90,10,19,0
90,10,20,0
90,11,0,0
90,11,1,0
90,11,2,0
90,11,3,0
90,11,4,0
90,11,5,0
90,11,6,0
90,11,7,0
90,11,8,0
90,11,9,0
90,11,10,0
90,11,11,0
90,11,12,0
90,11,13,0
90,11,14,0
90,11,15,182
90,11,16,0
90,11,17,62059666
90,11,18,62059666
90,11,19,0
90,11,20,0
90,12,0,0
90,12,1,8850424
90,12,2,373
90,12,3,373
90,12,4,564535889
90,12,5,564535889
90,12,6,564535889
90,12,7,564535889
90,12,8,0
90,12,9,8850424
90,12,10,373
90,12,11,0
90,12,12,564535889
90,12,13,564535889
90,12,14,564535889
90,12,15,564535889
90,12,16,0
90,12,17,507203459
90,12,18,82625736
90,12,19,644007414
90,12,20,545042339
90,13,0,0
90,13,1,467704455
90,13,2,467704455
90,13,3,1125
90,13,4,1125
90,13,5,1125
90,13,6,1125
90,13,7,0
90,13,8,0
90,13,9,467704455
90,13,10,467704455
90,13,11,1125
90,13,12,1125
90,13,13,1125
90,13,14,1125
90,13,15,0
90,13,16,23479896
90,13,17,0
90,13,18,636953355
90,13,19,636953355
90,13,20,636953355
90,14,0,0
90,14,1,0
90,14,2,0
90,14,3,0
90,14,4,0
90,14,5,20043
90,14,6,20043
90,14,7,0
90,14,8,0
90,14,9,0
90,14,10,0
90,14,11,487736000
90,14,12,0
90,14,13,0
90,14,14,624505840
90,14,15,830236974
90,14,16,597349986
90,14,17,964056605
90,14,18,0
90,14,19,0
90,14,20,0
90,15,0,1119693288
90,15,1,1119693288
90,15,2,1119693288
90,15,3,1119693288
90,15,4,1119693288
90,15,5,1119693288
90,15,6,1119693288
90,15,7,1119693288
90,15,8,1119693288
90,15,9,1119693288
90,15,10,1119693288
90,15,11,1119693288
90,15,12,1119693288
90,15,13,1119693288
90,15,14,1119693288
90,15,15,1119693288
90,15,16,1119693288
90,15,17,1119693288
90,15,18,1119693288
90,15,19,1119693288
90,15,20,1119693288
98,0,0,0
98,0,1,0
98,0,2,0
98,0,3,0
98,0,4,0
98,0,5,0
98,0,6,0
98,0,7,0
98,0,8,0
98,0,9,0
98,0,10,0
98,0,11,0
98,0,12,0
98,0,13,0
98,0,14,0
98,0,15,0
98,0,16,0
98,0,17,0
98,0,18,0
98,0,19,0
98,0,20,0
98,1,0,0
98,1,1,0
98,1,2,0
98,1,3,0
98,1,4,0
98,1,5,0
98,1,6,0
98,1,7,246868742
98,1,8,246868742
98,1,9,0
98,1,10,0
98,1,11,0
98,1,12,0
98,1,13,0
98,1,14,0
98,1,15,0
98,1,16,0
98,1,17,0
98,1,18,0
98,1,19,0
98,1,20,0
98,2,0,0
98,2,1,0
98,2,2,0
98,2,3,0
98,2,4,0
98,2,5,0
98,2,6,0
98,2,7,0
98,2,8,0
98,2,9,0
98,2,10,0
98,2,11,0
98,2,12,0
98,2,13,1364985
98,2,14,1364985
98,2,15,0
98,2,16,259425888
98,2,17,0
98,2,18,0
98,2,19,0
98,2,20,0
98,3,0,0
98,3,1,139946177
98,3,2,0
98,3,3,0
98,3,4,0
98,3,5,0
98,3,6,490
98,3,7,0
98,3,8,0
98,3,9,0
98,3,10,0
98,3,11,0
98,3,12,0
98,3,13,0
98,3,14,0
98,3,15,0
98,3,16,0
98,3,17,0
98,3,18,3570582
98,3,19,0
98,3,20,0
98,4,0,0
98,4,1,0
98,4,2,0
98,4,3,0
98,4,4,0
98,4,5,410451597
98,4,6,747415
98,4,7,747415
98,4,8,371250349
98,4,9,371250349
98,4,10,371250349
98,4,11,371250349
98,4,12,0
98,4,13,410451597
98,4,14,747415
98,4,15,747415
98,4,16,371250349
98,4,17,371250349
98,4,18,371250349
98,4,19,371250349
98,4,20,0
98,5,0,0
98,5,1,0
98,5,2,0
98,5,3,0
98,5,4,438854916
98,5,5,0
98,5,6,90686
98,5,7,90686
98,5,8,90686
98,5,9,90686
98,5,10,0
98,5,11,0
98,5,12,438854916
98,5,13,438854916
98,5,14,90686
98,5,15,90686
98,5,16,90686
98,5,17,90686
98,5,18,0
98,5,19,0
98,5,20,0
98,6,0,0
98,6,1,0
98,6,2,348336646
98,6,3,0
98,6,4,0
98,6,5,0
98,6,6,0
98,6,7,0
98,6,8,0
98,6,9,0
98,6,10,0
98,6,11,0
98,6,12,0
98,6,13,0
98,6,14,0
98,6,15,0
98,6,16,0
98,6,17,0
98,6,18,0
98,6,19,0
98,6,20,0
98,7,0,0
98,7,1,0
98,7,2,0
98,7,3,0
98,7,4,0
98,7,5,0
98,7,6,0
98,7,7,0
98,7,8,0
98,7,9,0
98,7,10,0
98,7,11,1771
98,7,12,0
98,7,13,0
98,7,14,546936594
98,7,15,102230872
98,7,16,631341511
98,7,17,942399021
98,7,18,0
98,7,19,0
98,7,20,0
98,8,0,0
98,8,1,0
98,8,2,0
98,8,3,0
98,8,4,0
98,8,5,0
98,8,6,0
98,8,7,0
98,8,8,0
98,8,9,0
98,8,10,0
98,8,11,0
98,8,12,0
98,8,13,0
98,8,14,0
98,8,15,0
98,8,16,537059303
98,8,17,172782302
98,8,18,566455955
98,8,19,733901207
98,8,20,0
98,9,0,0
98,9,1,0
98,9,2,0
98,9,3,0
98,9,4,503388670
98,9,5,24088206
98,9,6,0
98,9,7,0
98,9,8,0
98,9,9,0
98,9,10,0
98,9,11,0
98,9,12,0
98,9,13,24088206
98,9,14,0
98,9,15,0
98,9,16,0
98,9,17,0
98,9,18,0
98,9,19,0
98,9,20,0
98,10,0,0
98,10,1,0
98,10,2,0
98,10,3,0
98,10,4,0
98,10,5,0
98,10,6,0
98,10,7,124401
98,10,8,0
98,10,9,0
98,10,10,321268493
98,10,11,0
98,10,12,0
98,10,13,0
98,10,14,0
98,10,15,0
98,10,16,0
98,10,17,0
98,10,18,576564232
98,10,19,150636841
98,10,20,568373379
98,11,0,0
98,11,1,0
98,11,2,0
98,11,3,0
98,11,4,0
98,11,5,0
98,11,6,0
98,11,7,0
98,11,8,0
98,11,9,0
98,11,10,0
98,11,11,11689976
98,11,12,0
98,11,13,0
98,11,14,0
98,11,15,0
98,11,16,0
98,11,17,305
98,11,18,0
98,11,19,11689976
98,11,20,11689976
98,12,0,508727057
98,12,1,508727057
98,12,2,508727057
98,12,3,0
