Test ID,Phase,E Link,Bit Errors
98,12,4,22462493
98,12,5,172097714
98,12,6,172097714
98,12,7,508727057
98,12,8,508727057
98,12,9,508727057
98,12,10,508727057
98,12,11,0
98,12,12,276522866
98,12,13,82890737
98,12,14,613562399
98,12,15,31865992
98,12,16,698475401
98,12,17,779890059
98,12,18,0
98,12,19,0
98,12,20,0
98,13,0,104613283
98,13,1,104613283
98,13,2,104613283
98,13,3,104613283
98,13,4,104613283
98,13,5,104613283
98,13,6,104613283
98,13,7,104613283
98,13,8,104613283
98,13,9,104613283
98,13,10,104613283
98,13,11,104613283
98,13,12,104613283
98,13,13,104613283
98,13,14,0
98,13,15,0
98,13,16,514043874
98,13,17,514043874
98,13,18,104613283
98,13,19,104613283
98,13,20,104613283
98,14,0,0
98,14,1,0
98,14,2,0
98,14,3,0
98,14,4,0
98,14,5,0
98,14,6,0
98,14,7,0
98,14,8,0
98,14,9,0
98,14,10,0
98,14,11,523781163
98,14,12,0
98,14,13,0
98,14,14,0
98,14,15,74361315
98,14,16,716792865
98,14,17,940396137
98,14,18,0
98,14,19,0
98,14,20,0
98,15,0,1119122116
98,15,1,1119122116
98,15,2,1119122116
98,15,3,1119122116
98,15,4,1119122116
98,15,5,1119122116
98,15,6,1119122116
98,15,7,1119122116
98,15,8,1119122116
98,15,9,1119122116
98,15,10,1119122116
98,15,11,1119122116
98,15,12,1119122116
98,15,13,1119122116
98,15,14,1119122116
98,15,15,1119122116
98,15,16,1119122116
98,15,17,1119122116
98,15,18,1119122116
98,15,19,1119122116
98,15,20,1119122116
106,0,0,59861227
106,0,1,0
106,0,2,39944786
106,0,3,0
106,0,4,0
106,0,5,0
106,0,6,0
106,0,7,0
106,0,8,0
106,0,9,0
106,0,10,0
106,0,11,0
106,0,12,0
106,0,13,0
106,0,14,0
106,0,15,0
106,0,16,0
106,0,17,0
106,0,18,0
106,0,19,0
106,0,20,0
106,1,0,0
106,1,1,0
106,1,2,0
106,1,3,0
106,1,4,0
106,1,5,0
106,1,6,0
106,1,7,149366111
106,1,8,0
106,1,9,0
106,1,10,0
106,1,11,0
106,1,12,0
106,1,13,0
106,1,14,0
106,1,15,0
106,1,16,0
106,1,17,0
106,1,18,0
106,1,19,0
106,1,20,0
106,2,0,0
106,2,1,0
106,2,2,51748379
106,2,3,0
106,2,4,0
106,2,5,0
106,2,6,0
106,2,7,0
106,2,8,0
106,2,9,0
106,2,10,51748379
106,2,11,51748379
106,2,12,0
106,2,13,0
106,2,14,0
106,2,15,0
106,2,16,0
106,2,17,0
106,2,18,563462330
106,2,19,550571578
106,2,20,409055291
106,3,0,0
106,3,1,0
106,3,2,299806280
106,3,3,0
106,3,4,0
106,3,5,0
106,3,6,0
106,3,7,0
106,3,8,0
106,3,9,211667205
106,3,10,0
106,3,11,0
106,3,12,0
106,3,13,0
106,3,14,0
106,3,15,0
106,3,16,0
106,3,17,211667205
106,3,18,0
106,3,19,0
106,3,20,0
106,4,0,312705757
106,4,1,312705757
106,4,2,312705757
106,4,3,312705757
106,4,4,312705757
106,4,5,312705757
106,4,6,312705757
106,4,7,312705757
106,4,8,312705757
106,4,9,312705757
106,4,10,0
106,4,11,554338311
106,4,12,0
106,4,13,0
106,4,14,312705757
106,4,15,312705757
106,4,16,312705757
106,4,17,312705757
106,4,18,0
106,4,19,224239949
106,4,20,252618411
106,5,0,817911
106,5,1,817911
106,5,2,817911
106,5,3,817911
106,5,4,0
106,5,5,0
106,5,6,402016673
106,5,7,0
106,5,8,817911
106,5,9,817911
106,5,10,817911
106,5,11,817911
106,5,12,0
106,5,13,0
106,5,14,0
106,5,15,599646988
106,5,16,588694480
106,5,17,588694480
106,5,18,913369871
106,5,19,0
106,5,20,0
106,6,0,445431488
106,6,1,445431488
106,6,2,445431488
106,6,3,445431488
106,6,4,445431488
106,6,5,445431488
106,6,6,445431488
106,6,7,445431488
106,6,8,0
106,6,9,503967463
106,6,10,0
106,6,11,0
106,6,12,0
106,6,13,0
106,6,14,14211
106,6,15,0
106,6,16,0
106,6,17,0
106,6,18,0
106,6,19,0
106,6,20,0
106,7,0,0
106,7,1,0
106,7,2,0
106,7,3,0
106,7,4,0
106,7,5,0
106,7,6,0
106,7,7,0
106,7,8,0
106,7,9,0
106,7,10,0
106,7,11,128200631
106,7,12,0
106,7,13,0
106,7,14,477233586
106,7,15,782929674
106,7,16,486431086
106,7,17,969493547
106,7,18,969493547
106,7,19,969493547
106,7,20,969493547
106,8,0,0
106,8,1,0
106,8,2,0
106,8,3,0
106,8,4,0
106,8,5,0
106,8,6,0
106,8,7,0
106,8,8,0
106,8,9,0
106,8,10,0
106,8,11,0
106,8,12,0
106,8,13,0
106,8,14,0
106,8,15,0
106,8,16,0
106,8,17,0
106,8,18,0
106,8,19,0
106,8,20,0
106,9,0,36656520
106,9,1,36656520
106,9,2,36656520
106,9,3,36656520
106,9,4,36656520
106,9,5,36656520
106,9,6,36656520
106,9,7,36656520
106,9,8,36656520
106,9,9,36656520
106,9,10,0
106,9,11,0
106,9,12,0
106,9,13,0
106,9,14,575605650
106,9,15,575605650
106,9,16,430690003
106,9,17,617307729
106,9,18,427428431
106,9,19,427428431
106,9,20,243958831
106,10,0,0
106,10,1,128813526
106,10,2,0
106,10,3,0
106,10,4,410932
106,10,5,805239
106,10,6,0
106,10,7,0
106,10,8,156807797
106,10,9,0
106,10,10,0
106,10,11,0
106,10,12,0
106,10,13,805239
106,10,14,0
106,10,15,0
106,10,16,156807797
106,10,17,0
106,10,18,0
106,10,19,0
106,10,20,0
106,11,0,0
106,11,1,0
106,11,2,0
106,11,3,0
106,11,4,0
106,11,5,0
106,11,6,0
106,11,7,0
106,11,8,0
106,11,9,0
106,11,10,0
106,11,11,0
106,11,12,0
106,11,13,0
106,11,14,0
106,11,15,182
106,11,16,0
106,11,17,62059666
106,11,18,62059666
106,11,19,0
106,11,20,0
106,12,0,0
106,12,1,8850424
106,12,2,373
106,12,3,373
106,12,4,564535889
106,12,5,564535889
106,12,6,564535889
106,12,7,564535889
106,12,8,0
106,12,9,8850424
106,12,10,373
106,12,11,0
106,12,12,564535889
106,12,13,564535889
106,12,14,564535889
106,12,15,564535889
106,12,16,0
106,12,17,507203459
106,12,18,82625736
106,12,19,644007414
106,12,20,545042339
106,13,0,0
106,13,1,467704455
106,13,2,467704455
106,13,3,1125
106,13,4,1125
106,13,5,1125
106,13,6,1125
106,13,7,0
106,13,8,0
106,13,9,467704455
106,13,10,467704455
106,13,11,1125
106,13,12,1125
106,13,13,1125
106,13,14,1125
106,13,15,0
106,13,16,23479896
106,13,17,0
106,13,18,636953355
106,13,19,636953355
106,13,20,636953355
106,14,0,0
106,14,1,0
106,14,2,0
106,14,3,0
106,14,4,0
106,14,5,20043
106,14,6,20043
106,14,7,0
106,14,8,0
106,14,9,0
106,14,10,0
106,14,11,487736000
106,14,12,0
106,14,13,0
106,14,14,624505840
106,14,15,830236974
106,14,16,597349986
106,14,17,964056605
106,14,18,0
106,14,19,0
106,14,20,0
106,15,0,1119693288
106,15,1,1119693288
106,15,2,1119693288
106,15,3,1119693288
106,15,4,1119693288
106,15,5,1119693288
106,15,6,1119693288
106,15,7,1119693288
106,15,8,1119693288
106,15,9,1119693288
106,15,10,1119693288
106,15,11,1119693288
106,15,12,1119693288
106,15,13,1119693288
106,15,14,1119693288
106,15,15,1119693288
106,15,16,1119693288
106,15,17,1119693288
106,15,18,1119693288
106,15,19,1119693288
106,15,20,1119693288
111,0,0,0
111,0,1,0
111,0,2,0
111,0,3,3418270
111,0,4,0
111,0,5,0
111,0,6,0
111,0,7,0
111,0,8,0
111,0,9,0
111,0,10,0
111,0,11,0
111,0,12,0
111,0,13,0
111,0,14,0
111,0,15,0
111,0,16,0
111,0,17,0
111,0,18,0
111,0,19,0
111,0,20,0
111,1,0,0
111,1,1,12
111,1,2,0
111,1,3,0
111,1,4,0
111,1,5,0
111,1,6,276224185
111,1,7,0
111,1,8,0
111,1,9,12
111,1,10,0
111,1,11,0
111,1,12,0
111,1,13,0
111,1,14,0
111,1,15,0
111,1,16,0
111,1,17,0
111,1,18,0
111,1,19,0
111,1,20,0
111,2,0,0
111,2,1,0
111,2,2,0
111,2,3,0
111,2,4,0
111,2,5,0
111,2,6,477787193
111,2,7,0
111,2,8,0
111,2,9,0
111,2,10,0
111,2,11,0
111,2,12,0
111,2,13,0
111,2,14,0
111,2,15,0
111,2,16,0
111,2,17,0
111,2,18,0
111,2,19,0
111,2,20,0
111,3,0,148694
111,3,1,148694
111,3,2,148694
111,3,3,0
111,3,4,0
111,3,5,0
111,3,6,0
111,3,7,0
111,3,8,412517155
111,3,9,0
111,3,10,0
111,3,11,148694
111,3,12,148694
111,3,13,148694
111,3,14,148694
111,3,15,148694
111,3,16,92
111,3,17,48664876
111,3,18,1114845727
111,3,19,1114845727
111,3,20,613281397
111,4,0,132
111,4,1,0
111,4,2,0
111,4,3,0
111,4,4,0
111,4,5,206447904
111,4,6,0
111,4,7,229538815
111,4,8,229538815
111,4,9,229538815
111,4,10,229538815
111,4,11,229538815
111,4,12,229538815
111,4,13,229538815
111,4,14,0
111,4,15,0
111,4,16,206447904
111,4,17,0
111,4,18,229538815
111,4,19,229538815
111,4,20,229538815
111,5,0,0
111,5,1,0
111,5,2,0
111,5,3,0
111,5,4,0
111,5,5,58543877
111,5,6,0
111,5,7,0
111,5,8,0
111,5,9,0
111,5,10,0
111,5,11,0
111,5,12,0
111,5,13,58543877
111,5,14,0
111,5,15,0
111,5,16,0
111,5,17,0
111,5,18,0
111,5,19,0
111,5,20,0
111,6,0,0
111,6,1,0
111,6,2,0
111,6,3,0
111,6,4,0
111,6,5,0
111,6,6,0
111,6,7,0
111,6,8,0
111,6,9,0
111,6,10,0
111,6,11,0
111,6,12,530259138
111,6,13,0
111,6,14,0
111,6,15,1085612018
111,6,16,697439706
111,6,17,732164554
111,6,18,732164554
111,6,19,732164554
111,6,20,732164554
111,7,0,0
111,7,1,0
111,7,2,0
111,7,3,0
111,7,4,0
111,7,5,0
111,7,6,0
111,7,7,0
111,7,8,0
111,7,9,0
111,7,10,0
111,7,11,0
111,7,12,0
111,7,13,0
111,7,14,0
111,7,15,0
111,7,16,0
111,7,17,8000532
111,7,18,0
111,7,19,0
111,7,20,1082086742
111,8,0,390962271
111,8,1,60879065
111,8,2,0
111,8,3,0
111,8,4,0
111,8,5,0
111,8,6,0
111,8,7,0
111,8,8,0
111,8,9,60879065
111,8,10,0
111,8,11,0
111,8,12,0
111,8,13,0
111,8,14,0
111,8,15,0
111,8,16,0
111,8,17,0
111,8,18,0
111,8,19,0
111,8,20,1095143750
111,9,0,2133
111,9,1,0
111,9,2,0
111,9,3,0
111,9,4,0
111,9,5,43786855
111,9,6,43786855
111,9,7,0
111,9,8,2133
111,9,9,0
111,9,10,0
111,9,11,0
111,9,12,0
111,9,13,0
111,9,14,0
111,9,15,0
111,9,16,0
111,9,17,0
111,9,18,0
111,9,19,0
111,9,20,0
111,10,0,0
111,10,1,0
111,10,2,0
111,10,3,0
111,10,4,289
111,10,5,289
111,10,6,49861949
111,10,7,0
111,10,8,0
111,10,9,0
111,10,10,0
111,10,11,0
111,10,12,0
111,10,13,0
111,10,14,1097682324
111,10,15,493843874
111,10,16,493843874
111,10,17,493843874
111,10,18,493843874
111,10,19,493843874
111,10,20,493843874
111,11,0,0
111,11,1,0
111,11,2,538050124
111,11,3,538050124
111,11,4,0
111,11,5,177807
111,11,6,177807
111,11,7,177807
111,11,8,177807
111,11,9,0
111,11,10,538050124
111,11,11,0
111,11,12,0
111,11,13,177807
111,11,14,177807
111,11,15,177807
111,11,16,177807
111,11,17,0
111,11,18,0
111,11,19,15081046
111,11,20,1110382095
111,12,0,49915187
111,12,1,49915187
111,12,2,49915187
111,12,3,0
111,12,4,0
111,12,5,569588168
111,12,6,569588168
111,12,7,49915187
111,12,8,49915187
111,12,9,49915187
111,12,10,49915187
111,12,11,0
111,12,12,484246103
111,12,13,83111417
111,12,14,1108785056
111,12,15,612251506
111,12,16,714139274
111,12,17,726282279
111,12,18,0
111,12,19,0
111,12,20,0
111,13,0,440630791
111,13,1,0
111,13,2,0
111,13,3,0
111,13,4,0
111,13,5,476221
111,13,6,0
111,13,7,0
111,13,8,0
111,13,9,0
111,13,10,0
111,13,11,0
111,13,12,0
111,13,13,476221
111,13,14,0
111,13,15,0
111,13,16,0
111,13,17,0
111,13,18,0
111,13,19,48151
111,13,20,18982
111,14,0,0
111,14,1,8933975
111,14,2,0
111,14,3,0
111,14,4,0
111,14,5,0
111,14,6,0
111,14,7,0
111,14,8,0
111,14,9,0
111,14,10,0
111,14,11,0
111,14,12,0
111,14,13,0
111,14,14,0
111,14,15,0
111,14,16,0
111,14,17,0
111,14,18,0
111,14,19,0
111,14,20,0
111,15,0,1119048784
111,15,1,1119048784
111,15,2,1119048784
111,15,3,1119048784
111,15,4,1119048784
111,15,5,1119048784
111,15,6,1119048784
111,15,7,1119048784
111,15,8,1119048784
111,15,9,1119048784
111,15,10,1119048784
111,15,11,1119048784
111,15,12,1119048784
111,15,13,1119048784
111,15,14,1119048784
111,15,15,1119048784
111,15,16,1119048784
111,15,17,1119048784
111,15,18,1119048784
111,15,19,1119048784
111,15,20,1119048784
118,0,0,0
118,0,1,0
118,0,2,0
118,0,3,3418270
118,0,4,0
118,0,5,0
118,0,6,0
118,0,7,0
118,0,8,0
118,0,9,0
118,0,10,0
118,0,11,0
118,0,12,0
118,0,13,0
118,0,14,0
118,0,15,0
118,0,16,0
118,0,17,0
118,0,18,0
118,0,19,0
118,0,20,0
118,1,0,0
118,1,1,12
118,1,2,0
118,1,3,0
118,1,4,0
118,1,5,0
118,1,6,276224185
118,1,7,0
118,1,8,0
118,1,9,12
118,1,10,0
118,1,11,0
118,1,12,0
118,1,13,0
118,1,14,0
118,1,15,0
118,1,16,0
118,1,17,0
118,1,18,0
118,1,19,0
118,1,20,0
118,2,0,0
118,2,1,0
118,2,2,0
118,2,3,0
118,2,4,0
118,2,5,0
118,2,6,477787193
118,2,7,0
118,2,8,0
118,2,9,0
118,2,10,0
118,2,11,0
118,2,12,0
118,2,13,0
118,2,14,0
118,2,15,0
118,2,16,0
118,2,17,0
118,2,18,0
118,2,19,0
118,2,20,0
118,3,0,148694
118,3,1,148694
118,3,2,148694
118,3,3,0
118,3,4,0
118,3,5,0
118,3,6,0
118,3,7,0
118,3,8,412517155
118,3,9,0
118,3,10,0
118,3,11,148694
118,3,12,148694
118,3,13,148694
118,3,14,148694
118,3,15,148694
118,3,16,92
118,3,17,48664876
118,3,18,1114845727
118,3,19,1114845727
118,3,20,613281397
118,4,0,132
118,4,1,0
118,4,2,0
118,4,3,0
118,4,4,0
118,4,5,206447904
118,4,6,0
118,4,7,229538815
118,4,8,229538815
118,4,9,229538815
118,4,10,229538815
118,4,11,229538815
118,4,12,229538815
118,4,13,229538815
118,4,14,0
118,4,15,0
118,4,16,206447904
118,4,17,0
118,4,18,229538815
118,4,19,229538815
118,4,20,229538815
118,5,0,0
118,5,1,0
118,5,2,0
118,5,3,0
118,5,4,0
118,5,5,58543877
118,5,6,0
118,5,7,0
118,5,8,0
118,5,9,0
118,5,10,0
118,5,11,0
118,5,12,0
118,5,13,58543877
118,5,14,0
118,5,15,0
118,5,16,0
118,5,17,0
118,5,18,0
118,5,19,0
118,5,20,0
118,6,0,0
118,6,1,0
118,6,2,0
118,6,3,0
118,6,4,0
118,6,5,0
118,6,6,0
118,6,7,0
118,6,8,0
118,6,9,0
118,6,10,0
118,6,11,0
118,6,12,530259138
118,6,13,0
118,6,14,0
118,6,15,1085612018
118,6,16,697439706
118,6,17,732164554
118,6,18,732164554
118,6,19,732164554
118,6,20,732164554
118,7,0,0
118,7,1,0
118,7,2,0
118,7,3,0
118,7,4,0
118,7,5,0
118,7,6,0
118,7,7,0
118,7,8,0
118,7,9,0
118,7,10,0
118,7,11,0
118,7,12,0
118,7,13,0
118,7,14,0
118,7,15,0
118,7,16,0
118,7,17,8000532
118,7,18,0
118,7,19,0
118,7,20,1082086742
118,8,0,390962271
118,8,1,60879065
118,8,2,0
118,8,3,0
118,8,4,0
118,8,5,0
118,8,6,0
118,8,7,0
118,8,8,0
118,8,9,60879065
118,8,10,0
118,8,11,0
118,8,12,0
118,8,13,0
118,8,14,0
118,8,15,0
118,8,16,0
118,8,17,0
118,8,18,0
118,8,19,0
118,8,20,1095143750
118,9,0,2133
118,9,1,0
118,9,2,0
118,9,3,0
118,9,4,0
118,9,5,43786855
118,9,6,43786855
118,9,7,0
118,9,8,2133
118,9,9,0
118,9,10,0
118,9,11,0
118,9,12,0
118,9,13,0
118,9,14,0
118,9,15,0
118,9,16,0
118,9,17,0
118,9,18,0
118,9,19,0
118,9,20,0
118,10,0,0
118,10,1,0
118,10,2,0
118,10,3,0
118,10,4,289
118,10,5,289
118,10,6,49861949
118,10,7,0
118,10,8,0
118,10,9,0
118,10,10,0
118,10,11,0
118,10,12,0
118,10,13,0
118,10,14,1097682324
118,10,15,493843874
118,10,16,493843874
118,10,17,493843874
118,10,18,493843874
118,10,19,493843874
118,10,20,493843874
118,11,0,0
118,11,1,0
118,11,2,538050124
118,11,3,538050124
118,11,4,0
118,11,5,177807
118,11,6,177807
118,11,7,177807
118,11,8,177807
118,11,9,0
118,11,10,538050124
118,11,11,0
118,11,12,0
118,11,13,177807
118,11,14,177807
118,11,15,177807
118,11,16,177807
118,11,17,0
118,11,18,0
118,11,19,15081046
118,11,20,1110382095
118,12,0,49915187
118,12,1,49915187
118,12,2,49915187
118,12,3,0
118,12,4,0
118,12,5,569588168
118,12,6,569588168
118,12,7,49915187
118,12,8,49915187
118,12,9,49915187
118,12,10,49915187
118,12,11,0
118,12,12,484246103
118,12,13,83111417
118,12,14,1108785056
118,12,15,612251506
118,12,16,714139274
118,12,17,726282279
118,12,18,0
118,12,19,0
118,12,20,0
118,13,0,440630791
118,13,1,0
118,13,2,0
118,13,3,0
118,13,4,0
118,13,5,476221
118,13,6,0
118,13,7,0
118,13,8,0
118,13,9,0
118,13,10,0
118,13,11,0
118,13,12,0
118,13,13,476221
118,13,14,0
118,13,15,0
118,13,16,0
118,13,17,0
118,13,18,0
118,13,19,48151
118,13,20,18982
118,14,0,0
118,14,1,8933975
118,14,2,0
118,14,3,0
118,14,4,0
118,14,5,0
118,14,6,0
118,14,7,0
118,14,8,0
118,14,9,0
118,14,10,0
118,14,11,0
118,14,12,0
118,14,13,0
118,14,14,0
118,14,15,0
118,14,16,0
118,14,17,0
118,14,18,0
118,14,19,0
118,14,20,0
118,15,0,1119048784
118,15,1,1119048784
118,15,2,1119048784
118,15,3,1119048784
118,15,4,1119048784
118,15,5,1119048784
118,15,6,1119048784
118,15,7,1119048784
118,15,8,1119048784
118,15,9,1119048784
118,15,10,1119048784
118,15,11,1119048784
118,15,12,1119048784
118,15,13,1119048784
118,15,14,1119048784
118,15,15,1119048784
118,15,16,1119048784
118,15,17,1119048784
118,15,18,1119048784
118,15,19,1119048784
118,15,20,1119048784
128,0,0,0
128,0,1,546054546
128,0,2,577621690
128,0,3,43411608
128,0,4,32958897
128,0,5,0
128,0,6,0
128,0,7,543453662
128,0,8,479267342
128,0,9,468770742
128,0,10,481399871
128,0,11,583393771
128,0,12,469169228
128,0,13,427857480
128,0,14,0
128,0,15,0
128,0,16,0
128,0,17,0
128,0,18,551193180
128,0,19,0
128,0,20,0
128,1,0,0
128,1,1,41914573
128,1,2,6790917
128,1,3,0
128,1,4,0
128,1,5,0
128,1,6,191585998
128,1,7,566587504
128,1,8,513145824
128,1,9,502263488
128,1,10,514734041
128,1,11,528450304
128,1,12,501966474
128,1,13,449501211
128,1,14,0
128,1,15,0
128,1,16,0
128,1,17,0
128,1,18,19174095
128,1,19,0
128,1,20,0
128,2,0,229503085
128,2,1,0
128,2,2,0
128,2,3,0
128,2,4,0
128,2,5,0
128,2,6,256354443
128,2,7,579750183
128,2,8,554464322
128,2,9,518940691
128,2,10,531503848
128,2,11,544463560
128,2,12,518042794
128,2,13,466787206
128,2,14,0
128,2,15,0
128,2,16,0
128,2,17,0
128,2,18,0
128,2,19,0
128,2,20,0
128,3,0,366410303
128,3,1,0
128,3,2,0
128,3,3,0
128,3,4,0
128,3,5,0
128,3,6,246
128,3,7,601347645
128,3,8,625603082
128,3,9,531217398
128,3,10,623708424
128,3,11,556174631
128,3,12,527943561
128,3,13,481675899
128,3,14,0
128,3,15,0
128,3,16,0
128,3,17,0
128,3,18,0
128,3,19,0
128,3,20,0
128,4,0,0
128,4,1,0
128,4,2,0
128,4,3,0
128,4,4,0
128,4,5,89069205
128,4,6,0
128,4,7,627973512
128,4,8,561048478
128,4,9,623782323
128,4,10,558463059
128,4,11,564120993
128,4,12,554865552
128,4,13,499100894
128,4,14,432801778
128,4,15,60639457
128,4,16,48
128,4,17,0
128,4,18,0
128,4,19,0
128,4,20,0
128,5,0,0
128,5,1,0
128,5,2,0
128,5,3,0
128,5,4,0
128,5,5,510808257
128,5,6,0
128,5,7,602796379
128,5,8,558194426
128,5,9,573035023
128,5,10,561813747
128,5,11,569978609
128,5,12,633678558
128,5,13,505291626
128,5,14,95651112
128,5,15,536804522
128,5,16,315883575
128,5,17,0
128,5,18,0
128,5,19,265465663
128,5,20,0
128,6,0,0
128,6,1,0
128,6,2,0
128,6,3,85523950
128,6,4,0
128,6,5,6
128,6,6,0
128,6,7,605477178
128,6,8,567151758
128,6,9,557554239
128,6,10,572466452
128,6,11,575099680
128,6,12,561429727
128,6,13,517946870
128,6,14,0
128,6,15,0
128,6,16,21306381
128,6,17,0
128,6,18,0
128,6,19,18052083
128,6,20,0
128,7,0,0
128,7,1,1530
128,7,2,144
128,7,3,557638042
128,7,4,192996938
128,7,5,0
128,7,6,0
128,7,7,605565646
128,7,8,572075076
128,7,9,565630299
128,7,10,576447547
128,7,11,579938166
128,7,12,559615997
128,7,13,517023222
128,7,14,0
128,7,15,0
128,7,16,0
128,7,17,0
128,7,18,0
128,7,19,0
128,7,20,57
128,8,0,0
128,8,1,543751613
128,8,2,543822844
128,8,3,23358
128,8,4,155612087
128,8,5,0
128,8,6,69
128,8,7,611875501
128,8,8,576890474
128,8,9,568085403
128,8,10,578988710
128,8,11,587214665
128,8,12,565935676
128,8,13,530460629
128,8,14,0
128,8,15,0
128,8,16,0
128,8,17,435729108
128,8,18,0
128,8,19,0
128,8,20,565526626
128,9,0,0
128,9,1,35094018
128,9,2,19453551
128,9,3,0
128,9,4,0
128,9,5,0
128,9,6,180981622
128,9,7,610828084
128,9,8,577428182
128,9,9,570092629
128,9,10,580555677
128,9,11,587710110
128,9,12,567821650
128,9,13,551453902
128,9,14,0
128,9,15,0
128,9,16,0
128,9,17,307800014
128,9,18,3241865
128,9,19,0
128,9,20,74224341
128,10,0,243329163
128,10,1,0
128,10,2,0
128,10,3,0
128,10,4,0
128,10,5,0
128,10,6,102899136
128,10,7,612644951
128,10,8,578786614
128,10,9,570622419
128,10,10,585126976
128,10,11,639495292
128,10,12,573031903
128,10,13,587333381
128,10,14,0
128,10,15,0
128,10,16,0
128,10,17,0
128,10,18,556811531
128,10,19,0
128,10,20,0
128,11,0,400105578
128,11,1,0
128,11,2,0
128,11,3,0
128,11,4,0
128,11,5,0
128,11,6,6
128,11,7,614395126
128,11,8,585898843
128,11,9,574855420
128,11,10,589189014
128,11,11,608389666
128,11,12,571633614
128,11,13,535257376
128,11,14,0
128,11,15,0
128,11,16,0
128,11,17,0
128,11,18,161026515
128,11,19,0
128,11,20,0
128,12,0,0
128,12,1,0
128,12,2,0
128,12,3,0
128,12,4,0
128,12,5,360446430
128,12,6,0
128,12,7,613718523
128,12,8,585969421
128,12,9,580851915
128,12,10,589184617
128,12,11,594529693
128,12,12,575255737
128,12,13,545286283
128,12,14,0
128,12,15,0
128,12,16,0
128,12,17,0
128,12,18,0
128,12,19,0
128,12,20,0
128,13,0,0
128,13,1,0
128,13,2,0
128,13,3,0
128,13,4,0
128,13,5,293254828
128,13,6,0
128,13,7,612033531
128,13,8,617705161
128,13,9,583767916
128,13,10,592948327
128,13,11,593843930
128,13,12,581891596
128,13,13,543185729
128,13,14,0
128,13,15,0
128,13,16,0
128,13,17,0
128,13,18,0
128,13,19,0
128,13,20,0
128,14,0,0
128,14,1,0
128,14,2,0
128,14,3,201927398
128,14,4,0
128,14,5,0
128,14,6,0
128,14,7,633179527
128,14,8,598595704
128,14,9,603223722
128,14,10,612685846
128,14,11,590845237
128,14,12,579738078
128,14,13,540165411
128,14,14,451038546
128,14,15,126815623
128,14,16,917829
128,14,17,0
128,14,18,0
128,14,19,131022
128,14,20,0
128,15,0,1279508992
128,15,1,1279508992
128,15,2,1279508992
128,15,3,1279508992
128,15,4,1279508992
128,15,5,1279508992
128,15,6,1279508992
128,15,7,1279287761
128,15,8,1279353931
128,15,9,1279359690
128,15,10,1279392691
128,15,11,1279384102
128,15,12,1279427763
128,15,13,1279436963
128,15,14,1279508992
128,15,15,1279508992
128,15,16,1279508992
128,15,17,1279508992
128,15,18,1279508992
128,15,19,1279508992
128,15,20,1279508992
129,0,0,0
129,0,1,549249355
129,0,2,575832624
129,0,3,41811039
129,0,4,32841519
129,0,5,0
129,0,6,0
129,0,7,549211334
129,0,8,486476352
129,0,9,475914521
129,0,10,487872258
129,0,11,584279730
129,0,12,474982750
129,0,13,434725387
129,0,14,0
129,0,15,0
129,0,16,0
129,0,17,0
129,0,18,550614652
129,0,19,0
129,0,20,0
129,1,0,0
129,1,1,38764215
129,1,2,5975358
129,1,3,0
129,1,4,0
129,1,5,0
129,1,6,196108595
129,1,7,576726685
129,1,8,525785566
129,1,9,516489286
129,1,10,527984756
129,1,11,541141494
129,1,12,514273417
129,1,13,462171870
129,1,14,0
129,1,15,0
129,1,16,0
129,1,17,0
129,1,18,18008046
129,1,19,0
129,1,20,0
129,2,0,230992585
129,2,1,0
129,2,2,0
129,2,3,0
129,2,4,0
129,2,5,0
129,2,6,255459731
129,2,7,592461712
129,2,8,566401435
129,2,9,537952793
129,2,10,548625744
129,2,11,559925388
129,2,12,535407742
129,2,13,488372050
129,2,14,0
129,2,15,0
129,2,16,0
129,2,17,0
129,2,18,0
129,2,19,0
129,2,20,0
129,3,0,359566385
129,3,1,0
129,3,2,0
129,3,3,0
129,3,4,0
129,3,5,0
129,3,6,168
129,3,7,606377115
129,3,8,623571779
129,3,9,538793252
129,3,10,628764417
129,3,11,561804552
129,3,12,536716664
129,3,13,492494686
129,3,14,0
129,3,15,0
129,3,16,0
129,3,17,0
129,3,18,0
129,3,19,0
129,3,20,0
129,4,0,0
129,4,1,0
129,4,2,0
129,4,3,0
129,4,4,0
129,4,5,91334753
129,4,6,0
129,4,7,625881345
129,4,8,568217415
129,4,9,627282404
129,4,10,567263785
129,4,11,571261065
129,4,12,562526476
129,4,13,511121659
129,4,14,438469552
129,4,15,59788674
129,4,16,48
129,4,17,0
129,4,18,0
129,4,19,6
129,4,20,0
129,5,0,0
129,5,1,0
129,5,2,0
129,5,3,0
129,5,4,0
129,5,5,510495461
129,5,6,0
129,5,7,605042124
129,5,8,567206816
129,5,9,579495970
129,5,10,571386063
129,5,11,577501236
129,5,12,633758849
129,5,13,515890311
129,5,14,96603988
129,5,15,536339584
129,5,16,319764528
129,5,17,0
129,5,18,0
129,5,19,264509145
129,5,20,0
129,6,0,0
129,6,1,0
129,6,2,0
129,6,3,85793632
129,6,4,0
129,6,5,0
129,6,6,0
129,6,7,611704698
129,6,8,576474143
129,6,9,568909436
129,6,10,580765780
129,6,11,586337458
129,6,12,570776457
129,6,13,528648496
129,6,14,0
129,6,15,0
129,6,16,23087308
129,6,17,0
129,6,18,0
129,6,19,18623421
129,6,20,0
129,7,0,0
129,7,1,1095
129,7,2,66
