LABEL_TYPECODE,SERIAL_NUMBER,BARCODE,NAME_LABEL,LOCATION,INSTITUTION,MANUFACTURER,PRODUCTION_DATE,MADE-FROM-TYPECODE[0],MADE-FROM-SN[0],COMMENT_DESCRIPTION,ATTRIBUTE-NAME[0],ATTRIBUTE-VALUE[0]
IC-LPG,CC2E47C3,CC2E47C3,LPGBT E 0xCC2E47C3,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000391,E LPGBT for 320EL10E1010011,lpGBT Location LD Engine,TRIG-E
IC-LPG,8C2C16DF,8C2C16DF,LPGBT W 0x8C2C16DF,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000392,W LPGBT for 320EL10E1010011,lpGBT Location LD Engine,TRIG-W
IC-LPG,04AEE943,04AEE943,LPGBT DAQ 0x04AEE943,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000393,DAQ LPGBT for 320EL10E1010012,lpGBT Location LD Engine,DAQ
IC-LPG,24AC783C,24AC783C,LPGBT E 0x24AC783C,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000394,E LPGBT for 320EL10E1010012,lpGBT Location LD Engine,TRIG-E
IC-LPG,64A892FB,64A892FB,LPGBT W 0x64A892FB,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000395,W LPGBT for 320EL10E1010012,lpGBT Location LD Engine,TRIG-W
IC-LPG,0C2BCF8E,0C2BCF8E,LPGBT DAQ 0x0C2BCF8E,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000396,DAQ LPGBT for 320EL10E1010013,lpGBT Location LD Engine,DAQ
IC-LPG,0CAC6FA9,0CAC6FA9,LPGBT E 0x0CAC6FA9,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000397,E LPGBT for 320EL10E1010013,lpGBT Location LD Engine,TRIG-E
IC-LPG,0C2D42C9,0C2D42C9,LPGBT W 0x0C2D42C9,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000398,W LPGBT for 320EL10E1010013,lpGBT Location LD Engine,TRIG-W
IC-LPG,2C2F9207,2C2F9207,LPGBT DAQ 0x2C2F9207,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000399,DAQ LPGBT for 320EL10E1010014,lpGBT Location LD Engine,DAQ
IC-LPG,0CA9C333,0CA9C333,LPGBT E 0x0CA9C333,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000400,E LPGBT for 320EL10E1010014,lpGBT Location LD Engine,TRIG-E
IC-LPG,4428E488,4428E488,LPGBT W 0x4428E488,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000401,W LPGBT for 320EL10E1010014,lpGBT Location LD Engine,TRIG-W
IC-LPG,2428CFA5,2428CFA5,LPGBT DAQ 0x2428CFA5,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000402,DAQ LPGBT for 320EL10E1010015,lpGBT Location LD Engine,DAQ
IC-LPG,84AA7856,84AA7856,LPGBT E 0x84AA7856,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000403,E LPGBT for 320EL10E1010015,lpGBT Location LD Engine,TRIG-E
IC-LPG,642A3E7F,642A3E7F,LPGBT W 0x642A3E7F,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000404,W LPGBT for 320EL10E1010015,lpGBT Location LD Engine,TRIG-W
IC-LPG,CC2856E7,CC2856E7,LPGBT DAQ 0xCC2856E7,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000405,DAQ LPGBT for 320EL10E1010031,lpGBT Location LD Engine,DAQ
IC-LPG,6CA9CC09,6CA9CC09,LPGBT E 0x6CA9CC09,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000406,E LPGBT for 320EL10E1010031,lpGBT Location LD Engine,TRIG-E
IC-LPG,8C2AEF75,8C2AEF75,LPGBT W 0x8C2AEF75,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000407,W LPGBT for 320EL10E1010031,lpGBT Location LD Engine,TRIG-W
IC-LPG,C42C1FAD,C42C1FAD,LPGBT DAQ 0xC42C1FAD,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000408,DAQ LPGBT for 320EL10E1010032,lpGBT Location LD Engine,DAQ
IC-LPG,04ABEF29,04ABEF29,LPGBT E 0x04ABEF29,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000409,E LPGBT for 320EL10E1010032,lpGBT Location LD Engine,TRIG-E
IC-LPG,0CAC247B,0CAC247B,LPGBT W 0x0CAC247B,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000410,W LPGBT for 320EL10E1010032,lpGBT Location LD Engine,TRIG-W
IC-LPG,CC2B5A8E,CC2B5A8E,LPGBT DAQ 0xCC2B5A8E,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000411,DAQ LPGBT for 320EL10E1010033,lpGBT Location LD Engine,DAQ
IC-LPG,44AA2750,44AA2750,LPGBT E 0x44AA2750,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000412,E LPGBT for 320EL10E1010033,lpGBT Location LD Engine,TRIG-E
IC-LPG,AC2DA972,AC2DA972,LPGBT W 0xAC2DA972,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000413,W LPGBT for 320EL10E1010033,lpGBT Location LD Engine,TRIG-W
IC-LPG,04A8A8C7,04A8A8C7,LPGBT DAQ 0x04A8A8C7,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000414,DAQ LPGBT for 320EL10E1010034,lpGBT Location LD Engine,DAQ
IC-LPG,842BC06F,842BC06F,LPGBT E 0x842BC06F,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000415,E LPGBT for 320EL10E1010034,lpGBT Location LD Engine,TRIG-E
IC-LPG,0C2E532B,0C2E532B,LPGBT W 0x0C2E532B,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000416,W LPGBT for 320EL10E1010034,lpGBT Location LD Engine,TRIG-W
IC-LPG,A4A8C2A7,A4A8C2A7,LPGBT DAQ 0xA4A8C2A7,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000417,DAQ LPGBT for 320EL10E1010035,lpGBT Location LD Engine,DAQ
IC-LPG,24AA72CF,24AA72CF,LPGBT E 0x24AA72CF,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000418,E LPGBT for 320EL10E1010035,lpGBT Location LD Engine,TRIG-E
IC-LPG,2C2A8C49,2C2A8C49,LPGBT W 0x2C2A8C49,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000419,W LPGBT for 320EL10E1010035,lpGBT Location LD Engine,TRIG-W
IC-LPG,E42D09C0,E42D09C0,LPGBT DAQ 0xE42D09C0,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000420,DAQ LPGBT for 320EL10E1010036,lpGBT Location LD Engine,DAQ
IC-LPG,4CA845C7,4CA845C7,LPGBT E 0x4CA845C7,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000421,E LPGBT for 320EL10E1010036,lpGBT Location LD Engine,TRIG-E
IC-LPG,E4A95F74,E4A95F74,LPGBT W 0xE4A95F74,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000422,W LPGBT for 320EL10E1010036,lpGBT Location LD Engine,TRIG-W
IC-LPG,0C2E6F2B,0C2E6F2B,LPGBT DAQ 0x0C2E6F2B,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000423,DAQ LPGBT for 320EL10E1010037,lpGBT Location LD Engine,DAQ
IC-LPG,642C20A4,642C20A4,LPGBT E 0x642C20A4,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000424,E LPGBT for 320EL10E1010037,lpGBT Location LD Engine,TRIG-E
IC-LPG,042F7358,042F7358,LPGBT W 0x042F7358,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000425,W LPGBT for 320EL10E1010037,lpGBT Location LD Engine,TRIG-W
IC-LPG,E428A500,E428A500,LPGBT DAQ 0xE428A500,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000426,DAQ LPGBT for 320EL10E1010038,lpGBT Location LD Engine,DAQ
IC-LPG,2CAD2C91,2CAD2C91,LPGBT E 0x2CAD2C91,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000427,E LPGBT for 320EL10E1010038,lpGBT Location LD Engine,TRIG-E
IC-LPG,042C9DDC,042C9DDC,LPGBT W 0x042C9DDC,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000428,W LPGBT for 320EL10E1010038,lpGBT Location LD Engine,TRIG-W
IC-LPG,AC2E4463,AC2E4463,LPGBT DAQ 0xAC2E4463,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000429,DAQ LPGBT for 320EL10E1010039,lpGBT Location LD Engine,DAQ
IC-LPG,A4ADABA2,A4ADABA2,LPGBT E 0xA4ADABA2,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000430,E LPGBT for 320EL10E1010039,lpGBT Location LD Engine,TRIG-E
IC-LPG,E4AC397E,E4AC397E,LPGBT W 0xE4AC397E,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000431,W LPGBT for 320EL10E1010039,lpGBT Location LD Engine,TRIG-W
IC-LPG,8C2F1F8F,8C2F1F8F,LPGBT DAQ 0x8C2F1F8F,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000432,DAQ LPGBT for 320EL10E1010040,lpGBT Location LD Engine,DAQ
IC-LPG,E42D81ED,E42D81ED,LPGBT E 0xE42D81ED,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000433,E LPGBT for 320EL10E1010040,lpGBT Location LD Engine,TRIG-E
IC-LPG,C42C9179,C42C9179,LPGBT W 0xC42C9179,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000434,W LPGBT for 320EL10E1010040,lpGBT Location LD Engine,TRIG-W
IC-LPG,E4AC2295,E4AC2295,LPGBT DAQ 0xE4AC2295,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000435,DAQ LPGBT for 320EL10E1010041,lpGBT Location LD Engine,DAQ
IC-LPG,C429C1B5,C429C1B5,LPGBT E 0xC429C1B5,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000436,E LPGBT for 320EL10E1010041,lpGBT Location LD Engine,TRIG-E
IC-LPG,4CAE01B9,4CAE01B9,LPGBT W 0x4CAE01B9,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000437,W LPGBT for 320EL10E1010041,lpGBT Location LD Engine,TRIG-W
IC-LPG,84A97700,84A97700,LPGBT DAQ 0x84A97700,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000438,DAQ LPGBT for 320EL10E1010042,lpGBT Location LD Engine,DAQ
IC-LPG,C4AB34C2,C4AB34C2,LPGBT E 0xC4AB34C2,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000439,E LPGBT for 320EL10E1010042,lpGBT Location LD Engine,TRIG-E
IC-LPG,E42E184B,E42E184B,LPGBT W 0xE42E184B,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000440,W LPGBT for 320EL10E1010042,lpGBT Location LD Engine,TRIG-W
IC-LPG,442B17D2,442B17D2,LPGBT DAQ 0x442B17D2,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000441,DAQ LPGBT for 320EL10E1010043,lpGBT Location LD Engine,DAQ
IC-LPG,64AD0DA2,64AD0DA2,LPGBT E 0x64AD0DA2,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000442,E LPGBT for 320EL10E1010043,lpGBT Location LD Engine,TRIG-E
IC-LPG,0CAC817B,0CAC817B,LPGBT W 0x0CAC817B,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000443,W LPGBT for 320EL10E1010043,lpGBT Location LD Engine,TRIG-W
IC-LPG,8CAEB96B,8CAEB96B,LPGBT DAQ 0x8CAEB96B,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000444,DAQ LPGBT for 320EL10E1010044,lpGBT Location LD Engine,DAQ
IC-LPG,2C2FA108,2C2FA108,LPGBT E 0x2C2FA108,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000445,E LPGBT for 320EL10E1010044,lpGBT Location LD Engine,TRIG-E
IC-LPG,A42F70A1,A42F70A1,LPGBT W 0xA42F70A1,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000446,W LPGBT for 320EL10E1010044,lpGBT Location LD Engine,TRIG-W
IC-LPG,442E0CC3,442E0CC3,LPGBT DAQ 0x442E0CC3,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000447,DAQ LPGBT for 320EL10E1010046,lpGBT Location LD Engine,DAQ
IC-LPG,E4AA110A,E4AA110A,LPGBT E 0xE4AA110A,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000448,E LPGBT for 320EL10E1010046,lpGBT Location LD Engine,TRIG-E
IC-LPG,242D00CA,242D00CA,LPGBT W 0x242D00CA,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000449,W LPGBT for 320EL10E1010046,lpGBT Location LD Engine,TRIG-W
IC-LPG,0C2DCFB4,0C2DCFB4,LPGBT DAQ 0x0C2DCFB4,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000450,DAQ LPGBT for 320EL10E1010049,lpGBT Location LD Engine,DAQ
IC-LPG,EC2A4C20,EC2A4C20,LPGBT E 0xEC2A4C20,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000451,E LPGBT for 320EL10E1010049,lpGBT Location LD Engine,TRIG-E
IC-LPG,0CAFAC5A,0CAFAC5A,LPGBT W 0x0CAFAC5A,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000452,W LPGBT for 320EL10E1010049,lpGBT Location LD Engine,TRIG-W
IC-LPG,AC2E7ECF,AC2E7ECF,LPGBT DAQ 0xAC2E7ECF,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000453,DAQ LPGBT for 320EL10E1010051,lpGBT Location LD Engine,DAQ
IC-LPG,ECAE98D5,ECAE98D5,LPGBT E 0xECAE98D5,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000454,E LPGBT for 320EL10E1010051,lpGBT Location LD Engine,TRIG-E
IC-LPG,842887B2,842887B2,LPGBT W 0x842887B2,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000455,W LPGBT for 320EL10E1010051,lpGBT Location LD Engine,TRIG-W
IC-LPG,CC2D12F3,CC2D12F3,LPGBT DAQ 0xCC2D12F3,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000456,DAQ LPGBT for 320EL10E1010052,lpGBT Location LD Engine,DAQ
IC-LPG,2CAD3785,2CAD3785,LPGBT E 0x2CAD3785,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000457,E LPGBT for 320EL10E1010052,lpGBT Location LD Engine,TRIG-E
IC-LPG,ECAD3E16,ECAD3E16,LPGBT W 0xECAD3E16,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000458,W LPGBT for 320EL10E1010052,lpGBT Location LD Engine,TRIG-W
IC-LPG,642F54EF,642F54EF,LPGBT DAQ 0x642F54EF,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000459,DAQ LPGBT for 320EL10E1010053,lpGBT Location LD Engine,DAQ
IC-LPG,0CAA5336,0CAA5336,LPGBT E 0x0CAA5336,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000460,E LPGBT for 320EL10E1010053,lpGBT Location LD Engine,TRIG-E
IC-LPG,642CF289,642CF289,LPGBT W 0x642CF289,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000461,W LPGBT for 320EL10E1010053,lpGBT Location LD Engine,TRIG-W
IC-LPG,44ACD83F,44ACD83F,LPGBT DAQ 0x44ACD83F,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000462,DAQ LPGBT for 320EL10E1010055,lpGBT Location LD Engine,DAQ
IC-LPG,ECA8703B,ECA8703B,LPGBT E 0xECA8703B,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000463,E LPGBT for 320EL10E1010055,lpGBT Location LD Engine,TRIG-E
IC-LPG,8C2A1A70,8C2A1A70,LPGBT W 0x8C2A1A70,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000464,W LPGBT for 320EL10E1010055,lpGBT Location LD Engine,TRIG-W
IC-LPG,6C2E90DD,6C2E90DD,LPGBT DAQ 0x6C2E90DD,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000465,DAQ LPGBT for 320EL10E1010057,lpGBT Location LD Engine,DAQ
IC-LPG,A4ABEFE0,A4ABEFE0,LPGBT E 0xA4ABEFE0,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000466,E LPGBT for 320EL10E1010057,lpGBT Location LD Engine,TRIG-E
IC-LPG,ACAF36F6,ACAF36F6,LPGBT W 0xACAF36F6,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000467,W LPGBT for 320EL10E1010057,lpGBT Location LD Engine,TRIG-W
IC-LPG,2CA89270,2CA89270,LPGBT DAQ 0x2CA89270,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000468,DAQ LPGBT for 320EL10E1010058,lpGBT Location LD Engine,DAQ
IC-LPG,C4ABDADC,C4ABDADC,LPGBT E 0xC4ABDADC,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000469,E LPGBT for 320EL10E1010058,lpGBT Location LD Engine,TRIG-E
IC-LPG,8C2C67F4,8C2C67F4,LPGBT W 0x8C2C67F4,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000470,W LPGBT for 320EL10E1010058,lpGBT Location LD Engine,TRIG-W
IC-LPG,AC2B5371,AC2B5371,LPGBT DAQ 0xAC2B5371,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000471,DAQ LPGBT for 320EL10E1010059,lpGBT Location LD Engine,DAQ
IC-LPG,242E2D7D,242E2D7D,LPGBT E 0x242E2D7D,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000472,E LPGBT for 320EL10E1010059,lpGBT Location LD Engine,TRIG-E
IC-LPG,6CAC18D7,6CAC18D7,LPGBT W 0x6CAC18D7,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000473,W LPGBT for 320EL10E1010059,lpGBT Location LD Engine,TRIG-W
IC-LPG,A42F31EF,A42F31EF,LPGBT DAQ 0xA42F31EF,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000474,DAQ LPGBT for 320EL10E1010060,lpGBT Location LD Engine,DAQ
IC-LPG,CCAFE7B8,CCAFE7B8,LPGBT E 0xCCAFE7B8,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000475,E LPGBT for 320EL10E1010060,lpGBT Location LD Engine,TRIG-E
IC-LPG,ACAA59C9,ACAA59C9,LPGBT W 0xACAA59C9,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000476,W LPGBT for 320EL10E1010060,lpGBT Location LD Engine,TRIG-W
IC-LPG,E4AA8BA3,E4AA8BA3,LPGBT DAQ 0xE4AA8BA3,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000477,DAQ LPGBT for 320EL10E1010061,lpGBT Location LD Engine,DAQ
IC-LPG,44AFEB96,44AFEB96,LPGBT E 0x44AFEB96,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000478,E LPGBT for 320EL10E1010061,lpGBT Location LD Engine,TRIG-E
IC-LPG,ECAE8AFB,ECAE8AFB,LPGBT W 0xECAE8AFB,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000479,W LPGBT for 320EL10E1010061,lpGBT Location LD Engine,TRIG-W
IC-LPG,0C2BAA8D,0C2BAA8D,LPGBT DAQ 0x0C2BAA8D,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000480,DAQ LPGBT for 320EL10E1010062,lpGBT Location LD Engine,DAQ
IC-LPG,C42CD6CE,C42CD6CE,LPGBT E 0xC42CD6CE,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000481,E LPGBT for 320EL10E1010062,lpGBT Location LD Engine,TRIG-E
IC-LPG,E428E8E7,E428E8E7,LPGBT W 0xE428E8E7,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000482,W LPGBT for 320EL10E1010062,lpGBT Location LD Engine,TRIG-W
IC-LPG,EC2CD079,EC2CD079,LPGBT DAQ 0xEC2CD079,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000483,DAQ LPGBT for 320EL10E1010063,lpGBT Location LD Engine,DAQ
IC-LPG,E42D6369,E42D6369,LPGBT E 0xE42D6369,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000484,E LPGBT for 320EL10E1010063,lpGBT Location LD Engine,TRIG-E
IC-LPG,242B0F00,242B0F00,LPGBT W 0x242B0F00,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000485,W LPGBT for 320EL10E1010063,lpGBT Location LD Engine,TRIG-W
IC-LPG,EC2A57AD,EC2A57AD,LPGBT DAQ 0xEC2A57AD,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000486,DAQ LPGBT for 320EL10E1010064,lpGBT Location LD Engine,DAQ
IC-LPG,E42E14E2,E42E14E2,LPGBT E 0xE42E14E2,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000487,E LPGBT for 320EL10E1010064,lpGBT Location LD Engine,TRIG-E
IC-LPG,C42F76C7,C42F76C7,LPGBT W 0xC42F76C7,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000488,W LPGBT for 320EL10E1010064,lpGBT Location LD Engine,TRIG-W
IC-LPG,2CAEFED9,2CAEFED9,LPGBT DAQ 0x2CAEFED9,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000489,DAQ LPGBT for 320EL10E1010066,lpGBT Location LD Engine,DAQ
IC-LPG,C42A805D,C42A805D,LPGBT E 0xC42A805D,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000490,E LPGBT for 320EL10E1010066,lpGBT Location LD Engine,TRIG-E
IC-LPG,64AD8683,64AD8683,LPGBT W 0x64AD8683,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000491,W LPGBT for 320EL10E1010066,lpGBT Location LD Engine,TRIG-W
IC-LPG,E4AC3C8B,E4AC3C8B,LPGBT DAQ 0xE4AC3C8B,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000492,DAQ LPGBT for 320EL10E1010067,lpGBT Location LD Engine,DAQ
IC-LPG,6C2ED83F,6C2ED83F,LPGBT E 0x6C2ED83F,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000493,E LPGBT for 320EL10E1010067,lpGBT Location LD Engine,TRIG-E
IC-LPG,2CADFD73,2CADFD73,LPGBT W 0x2CADFD73,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000494,W LPGBT for 320EL10E1010067,lpGBT Location LD Engine,TRIG-W
IC-LPG,CCAA0C3F,CCAA0C3F,LPGBT DAQ 0xCCAA0C3F,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000495,DAQ LPGBT for 320EL10E1010068,lpGBT Location LD Engine,DAQ
IC-LPG,0C283CB2,0C283CB2,LPGBT E 0x0C283CB2,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000496,E LPGBT for 320EL10E1010068,lpGBT Location LD Engine,TRIG-E
IC-LPG,2C2FB9EF,2C2FB9EF,LPGBT W 0x2C2FB9EF,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000497,W LPGBT for 320EL10E1010068,lpGBT Location LD Engine,TRIG-W
IC-LPG,0C2EBBA5,0C2EBBA5,LPGBT DAQ 0x0C2EBBA5,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000498,DAQ LPGBT for 320EL10E1010070,lpGBT Location LD Engine,DAQ
IC-LPG,E42DC59A,E42DC59A,LPGBT E 0xE42DC59A,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000499,E LPGBT for 320EL10E1010070,lpGBT Location LD Engine,TRIG-E
IC-LPG,C42A1A38,C42A1A38,LPGBT W 0xC42A1A38,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000500,W LPGBT for 320EL10E1010070,lpGBT Location LD Engine,TRIG-W
IC-LPG,CC28F6B8,CC28F6B8,LPGBT DAQ 0xCC28F6B8,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000501,DAQ LPGBT for 320EL10E1010071,lpGBT Location LD Engine,DAQ
IC-LPG,0CACF695,0CACF695,LPGBT E 0x0CACF695,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000502,E LPGBT for 320EL10E1010071,lpGBT Location LD Engine,TRIG-E
IC-LPG,84AC6F48,84AC6F48,LPGBT W 0x84AC6F48,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000503,W LPGBT for 320EL10E1010071,lpGBT Location LD Engine,TRIG-W
IC-LPG,44AA2B5C,44AA2B5C,LPGBT DAQ 0x44AA2B5C,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000504,DAQ LPGBT for 320EL10E1010072,lpGBT Location LD Engine,DAQ
IC-LPG,AC2859DD,AC2859DD,LPGBT E 0xAC2859DD,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000505,E LPGBT for 320EL10E1010072,lpGBT Location LD Engine,TRIG-E
IC-LPG,4CAE7FC8,4CAE7FC8,LPGBT W 0x4CAE7FC8,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000506,W LPGBT for 320EL10E1010072,lpGBT Location LD Engine,TRIG-W
IC-LPG,6C28F918,6C28F918,LPGBT DAQ 0x6C28F918,UMN,UMN,TSMC,2024-04-24,IC-LPS,4000507,DAQ LPGBT for 320EL10W1010003,lpGBT Location LD Engine,DAQ
