LABEL_TYPECODE,SERIAL_NUMBER,BARCODE,LOCATION,INSTITUTION,MANUFACTURER,NAME_LABEL,PRODUCTION_DATE,BATCH_NUMBER,COMMENT_DESCRIPTION,MADE-FROM-TYPECODE[0],MADE-FROM-SN[0],MADE-FROM-TYPECODE[1],MADE-FROM-SN[1],MADE-FROM-TYPECODE[2],MADE-FROM-SN[2],MADE-FROM-TYPECODE[3],MADE-FROM-SN[3],MADE-FROM-TYPECODE[4],MADE-FROM-SN[4]
EL-10E,320EL10E1010069,320EL10E1010069,UMN,UMN,Caltronics-Minnesota,LD Engine E 320EL10E1010069,2024-11-22,1,"Preproduction, thermally tested",IC-LPG,CCAA0C3F,IC-LPG,0C283CB2,IC-LPG,2C2FB9EF,IC-LDH, LDO 14 004775,EL-1BE,320EL1BE1010069
EL-10E,320EL10E1010070,320EL10E1010070,UMN,UMN,Caltronics-Minnesota,LD Engine E 320EL10E1010070,2024-11-22,1,"Preproduction, thermally tested",IC-LPG,CCAA0C3F,IC-LPG,0C283CB2,IC-LPG,2C2FB9EF,IC-LDH, LDO 14 004621,EL-1BE,320EL1BE1010070
EL-10E,320EL10E1010071,320EL10E1010071,UMN,UMN,Caltronics-Minnesota,LD Engine E 320EL10E1010071,2024-11-22,1,"Preproduction, thermally tested",IC-LPG,CC28F6B8,IC-LPG,0CACF695,IC-LPG,84AC6F48,IC-LDH, LDO 14 004615,EL-1BE,320EL1BE1010071
EL-10E,320EL10E1010072,320EL10E1010072,UMN,UMN,Caltronics-Minnesota,LD Engine E 320EL10E1010072,2024-11-22,1,"Preproduction, thermally tested",IC-LPG,CC28F6B8,IC-LPG,0CACF695,IC-LPG,84AC6F48,IC-LDH, LDO 14 004739,EL-1BE,320EL1BE1010072
EL-10W,320EL10W1010001,320EL10W1010001,UMN,UMN,Caltronics-Minnesota,LD Engine W 320EL10W1010001,2024-11-22,1,"Preproduction, thermally tested",IC-LPG,CC28F6B8,IC-LPG,0CACF695,IC-LPG,84AC6F48,IC-LDH, LDO 14 003810,EL-1BW,320EL1BW1010001
EL-10W,320EL10W1010002,320EL10W1010002,UMN,UMN,Caltronics-Minnesota,LD Engine W 320EL10W1010002,2024-11-22,1,"Preproduction, thermally tested",IC-LPG,ACAA93A6,IC-LPG,CCA94B7B,IC-LPG,4C296E62,IC-LDH, LDO 14 003839,EL-1BW,320EL1BW1010002
EL-10W,320EL10W1010003,320EL10W1010003,UMN,UMN,Caltronics-Minnesota,LD Engine W 320EL10W1010003,2024-11-22,1,"Preproduction, thermally tested",IC-LPG,6C28F918,IC-LPG,84AF397B,IC-LPG,24AFDBAF,IC-LDH, LDO 14 003834,EL-1BW,320EL1BW1010003
EL-10W,320EL10W1010004,320EL10W1010004,UMN,UMN,Caltronics-Minnesota,LD Engine W 320EL10W1010004,2024-11-22,1,"Preproduction, thermally tested",IC-LPG,2C2C7A2F,IC-LPG,ACACCAF6,IC-LPG,2CAECBD0,IC-LDH, LDO 14 000131,EL-1BW,320EL1BW1010004
EL-10W,320EL10W1010005,320EL10W1010005,UMN,UMN,Caltronics-Minnesota,LD Engine W 320EL10W1010005,2024-11-22,1,"Preproduction, thermally tested",IC-LPG,C4296D19,IC-LPG,242B88E1,IC-LPG,E42EC5AA,IC-LDH, LDO 14 000034,EL-1BW,320EL1BW1010005
EL-10W,320EL10W1010006,320EL10W1010006,UMN,UMN,Caltronics-Minnesota,LD Engine W 320EL10W1010006,2024-11-22,1,"Preproduction, thermally tested",IC-LPG,642A4AA1,IC-LPG,EC2A7CBA,IC-LPG,ACAAA939,IC-LDH, LDO 14 000160,EL-1BW,320EL1BW1010006
