Test ID,ADC,slope,intercept,rsquared
251,EAST_PROBE_DC,1.0791015625,33.984375,0.9999737931972056
261,WEST_VMON_LVS1,1.08349609375,32.03125,0.99998964259226
261,WEST_VMON_LVS2,1.0830078125,32.2265625,0.9999943084248321
261,WEST_VMON_REF2,1.0830078125,31.640625,0.9999967476633994
261,WEST_VMON_REF0,1.0849609375,31.8359375,0.9999967593624046
261,WEST_VMON_LVS0,1.08154296875,32.03125,0.9999912357009442
261,WEST_VMON_REF1,1.08349609375,31.640625,0.9999863932536533
261,WEST_PROBE_DC,1.0830078125,32.421875,0.9999991869138666
261,EAST_VMON_LVS1,1.07373046875,35.7421875,0.9999687742464873
261,EAST_VMON_LVS2,1.07177734375,37.109375,0.999951227206502
261,EAST_VMON_REF2,1.0732421875,36.5234375,0.9999635714847516
261,EAST_VMON_REF0,0.77685546875,222.4609375,0.9302965151749027
261,EAST_VMON_LVS0,1.076171875,34.375,0.9999827078658625
261,EAST_VMON_REF1,1.0791015625,33.3984375,0.9999778879195971
261,EAST_PROBE_DC,1.07568359375,34.5703125,0.9999853707183592
272,WEST_VMON_LVS1,1.07763671875,32.6171875,0.9999960992578737
272,WEST_VMON_LVS2,1.08154296875,32.03125,0.9999912357009442
272,WEST_VMON_REF2,1.07666015625,33.0078125,0.9999911560266125
272,WEST_VMON_REF0,1.078125,32.421875,0.9999909749291735
272,WEST_VMON_LVS0,1.08056640625,32.2265625,0.9999912198524445
272,WEST_VMON_REF1,1.0810546875,31.8359375,0.9999763357644935
272,WEST_PROBE_DC,1.08154296875,32.03125,0.9999871593351227
