Label ID,Full Label,Type Code,SN,Major Type ID,Sub Type ID,Time
2709,320WE30A1000006,WE30A1,000006,17,106,2024-03-14 09:35:38
2710,320ZP1000000009,XXXXXX,000009,1,1,2024-03-14 09:35:38
2711,320ZP1000000008,XXXXXX,000008,1,1,2024-03-14 09:35:38
2712,320ZP1000000007,XXXXXX,000007,1,1,2024-03-14 09:35:38
2713,320MLF3CXCM0001,MLF3C,XCM0001,7,360,2024-03-14 09:35:38
2714,320ZP1000000005,XXXXXX,000005,1,1,2024-03-14 09:35:38
2715,320ZP1000000004,XXXXXX,000004,1,1,2024-03-14 09:35:38
2716,320WE30A1000009,WE30A1,000009,17,106,2024-03-14 09:35:38
2717,320WE30A1000008,WE30A1,000008,17,106,2024-03-14 09:35:38
2718,320ZP1000000001,XXXXXX,000001,1,1,2024-03-14 09:35:38
2719,320MLF3CXCM0003,MLF3C,XCM0003,7,360,2024-03-14 09:35:38
2720,320MLF3CXCM0002,MLF3C,XCM0002,7,360,2024-03-14 09:35:38
2721,320TC9910300008,TC99,10300008,2,82,2024-03-14 09:35:38
2722,320TC9910300001,TC99,10300001,2,82,2024-03-14 09:35:38
2723,320TC9910300003,TC99,10300003,2,82,2024-03-14 09:35:38
2724,320TC9910300002,TC99,10300002,2,82,2024-03-14 09:35:38
2725,320TC9910300005,TC99,10300005,2,82,2024-03-14 09:35:38
2726,320TC9910300004,TC99,10300004,2,82,2024-03-14 09:35:38
2727,320TC9910300007,TC99,10300007,2,82,2024-03-14 09:35:38
2728,320TC9910300006,TC99,10300006,2,82,2024-03-14 09:35:38
2729,320TC9910180007,TC99,10180007,2,82,2024-03-14 09:35:38
2730,320TC9910180006,TC99,10180006,2,82,2024-03-14 09:35:38
2731,320TC9910180005,TC99,10180005,2,82,2024-03-14 09:35:38
2732,320TC9910180004,TC99,10180004,2,82,2024-03-14 09:35:38
2733,320TC9910180003,TC99,10180003,2,82,2024-03-14 09:35:38
2734,320TC9910180002,TC99,10180002,2,82,2024-03-14 09:35:38
2735,320TC9910180001,TC99,10180001,2,82,2024-03-14 09:35:38
2736,320TC9910180008,TC99,10180008,2,82,2024-03-14 09:35:38
2737,320BC9000140003,BC90,00140003,6,89,2024-03-14 09:35:38
2738,320BC9000140002,BC90,00140002,6,89,2024-03-14 09:35:38
2739,320BC9000140001,BC90,00140001,6,89,2024-03-14 09:35:38
2740,320BC9000140007,BC90,00140007,6,89,2024-03-14 09:35:38
2741,320BC9000140006,BC90,00140006,6,89,2024-03-14 09:35:38
2742,320BC9000140005,BC90,00140005,6,89,2024-03-14 09:35:38
2743,320BC9000140004,BC90,00140004,6,89,2024-03-14 09:35:38
2744,320TC9910260001,TC99,10260001,2,82,2024-03-14 09:35:38
2745,320TC9910260002,TC99,10260002,2,82,2024-03-14 09:35:38
2746,320TC9910260003,TC99,10260003,2,82,2024-03-14 09:35:38
2747,320TC9910260004,TC99,10260004,2,82,2024-03-14 09:35:38
2748,320TC9910260005,TC99,10260005,2,82,2024-03-14 09:35:38
2749,320TC9910260006,TC99,10260006,2,82,2024-03-14 09:35:38
2750,320TC9910260007,TC99,10260007,2,82,2024-03-14 09:35:38
2751,320TC9910260008,TC99,10260008,2,82,2024-03-14 09:35:38
2752,320MHF1CXNT0010,MHF1C,XNT0010,8,379,2024-03-14 09:35:38
2753,320EL0310000009,EL0310,000009,24,980,2024-03-14 09:35:38
2754,320EL0310000008,EL0310,000008,24,980,2024-03-14 09:35:38
2755,320EL0310000005,EL0310,000005,24,980,2024-03-14 09:35:39
2756,320EL0310000004,EL0310,000004,24,980,2024-03-14 09:35:39
2757,320EL0310000007,EL0310,000007,24,980,2024-03-14 09:35:39
2758,320EL0310000006,EL0310,000006,24,980,2024-03-14 09:35:39
2759,320EL0310000001,EL0310,000001,24,980,2024-03-14 09:35:39
2760,320EL0310000003,EL0310,000003,24,980,2024-03-14 09:35:39
2761,320EL0310000002,EL0310,000002,24,980,2024-03-14 09:35:39
2762,320BC9000060002,BC90,00060002,6,89,2024-03-14 09:35:39
2763,320BC9000060003,BC90,00060003,6,89,2024-03-14 09:35:39
2764,320BC9000060001,BC90,00060001,6,89,2024-03-14 09:35:39
2765,320BC9000060006,BC90,00060006,6,89,2024-03-14 09:35:39
2766,320BC9000060007,BC90,00060007,6,89,2024-03-14 09:35:39
2767,320BC9000060004,BC90,00060004,6,89,2024-03-14 09:35:39
2768,320BC9000060005,BC90,00060005,6,89,2024-03-14 09:35:39
2769,320CBTXB2000030,XXXXXX,000030,1,1,2024-03-14 09:35:39
2770,320CBTXB2000031,XXXXXX,000031,1,1,2024-03-14 09:35:39
2771,320CBTXB2000032,XXXXXX,000032,1,1,2024-03-14 09:35:39
2772,320CBTXB2000033,XXXXXX,000033,1,1,2024-03-14 09:35:39
2773,320CBTXB2000034,XXXXXX,000034,1,1,2024-03-14 09:35:39
2774,320CBTXB2000035,XXXXXX,000035,1,1,2024-03-14 09:35:39
2775,320CBTXB2000036,XXXXXX,000036,1,1,2024-03-14 09:35:39
2776,320CBTXB2000037,XXXXXX,000037,1,1,2024-03-14 09:35:39
2777,320TC9910350008,TC99,10350008,2,82,2024-03-14 09:35:39
2778,320MLF1PXSB0010,XXXXXX,SB0010,1,1,2024-03-14 09:35:39
2779,320TC9910450005,TC99,10450005,2,82,2024-03-14 09:35:39
2780,320TC9910450004,TC99,10450004,2,82,2024-03-14 09:35:39
2781,320TC9910450007,TC99,10450007,2,82,2024-03-14 09:35:39
2782,320TC9910450006,TC99,10450006,2,82,2024-03-14 09:35:39
2783,320TC9910450001,TC99,10450001,2,82,2024-03-14 09:35:39
2784,320TC9910450003,TC99,10450003,2,82,2024-03-14 09:35:39
2785,320TC9910450002,TC99,10450002,2,82,2024-03-14 09:35:39
2786,320TC9910450008,TC99,10450008,2,82,2024-03-14 09:35:39
2787,320TC9910340004,TC99,10340004,2,82,2024-03-14 09:35:39
2788,320MLF3CXCM0010,MLF3C,XCM0010,7,360,2024-03-14 09:35:39
2789,320MLF2W000010,MLF2W,000010,7,362,2024-03-14 09:35:39
2790,320BC9000040003,BC90,00040003,6,89,2024-03-14 09:35:39
2791,320BC9000040004,BC90,00040004,6,89,2024-03-14 09:35:39
2792,320BC9000040006,BC90,00040006,6,89,2024-03-14 09:35:39
2793,320ZP1000000014,XXXXXX,000014,1,1,2024-03-14 09:35:39
2794,320ZP1000000010,XXXXXX,000010,1,1,2024-03-14 09:35:39
2795,320ZP1000000011,XXXXXX,000011,1,1,2024-03-14 09:35:39
2796,320ZP1000000012,XXXXXX,000012,1,1,2024-03-14 09:35:39
2797,320ZP1000000013,XXXXXX,000013,1,1,2024-03-14 09:35:39
2798,320MLF3W2SB0010,MLF3W,2SB0010,7,364,2024-03-14 09:35:39
2799,320MLF2WX0010,MLF2W,X0010,7,362,2024-03-14 09:35:39
2800,320MHF1CXSB0010,MHF1C,XSB0010,8,379,2024-03-14 09:35:39
2801,320CM1F12000003,CM1F12,000003,29,996,2024-03-14 09:35:39
2802,320CM1F12000004,CM1F12,000004,29,996,2024-03-14 09:35:39
2803,320ZP1000000006,XXXXXX,000006,1,1,2024-03-14 09:35:40
2804,320TC9910390006,TC99,10390006,2,82,2024-03-14 09:35:40
2805,320ZP1000000003,XXXXXX,000003,1,1,2024-03-14 09:35:40
2806,320TC9910390007,TC99,10390007,2,82,2024-03-14 09:35:40
2807,320ZP1000000002,XXXXXX,000002,1,1,2024-03-14 09:35:40
2808,320TC9910390008,TC99,10390008,2,82,2024-03-14 09:35:40
2809,320MLF2CXCM0008,MLF2C,XCM0008,7,377,2024-03-14 09:35:40
2810,320MLF2CXCM0009,MLF2C,XCM0009,7,377,2024-03-14 09:35:40
2811,320TC9910210007,TC99,10210007,2,82,2024-03-14 09:35:40
2812,320TC9910210006,TC99,10210006,2,82,2024-03-14 09:35:40
2813,320TC9910210005,TC99,10210005,2,82,2024-03-14 09:35:40
2814,320TC9910210004,TC99,10210004,2,82,2024-03-14 09:35:40
2815,320TC9910210003,TC99,10210003,2,82,2024-03-14 09:35:40
2816,320TC9910210002,TC99,10210002,2,82,2024-03-14 09:35:40
2817,320TC9910210001,TC99,10210001,2,82,2024-03-14 09:35:40
2818,320TC9910210008,TC99,10210008,2,82,2024-03-14 09:35:40
2819,320MLF2CXCM0004,MLF2C,XCM0004,7,377,2024-03-14 09:35:40
2820,320EL0310000018,EL0310,000018,24,980,2024-03-14 09:35:40
2821,320EL0310000019,EL0310,000019,24,980,2024-03-14 09:35:40
2822,320EL0310000012,EL0310,000012,24,980,2024-03-14 09:35:40
2823,320EL0310000016,EL0310,000016,24,980,2024-03-14 09:35:40
2824,320EL0310000017,EL0310,000017,24,980,2024-03-14 09:35:40
2825,320EL0310000014,EL0310,000014,24,980,2024-03-14 09:35:40
2826,320EL0310000015,EL0310,000015,24,980,2024-03-14 09:35:40
2827,320MLF2CXCM0007,MLF2C,XCM0007,7,377,2024-03-14 09:35:40
2828,320MLF2CXCM0001,MLF2C,XCM0001,7,377,2024-03-14 09:35:40
2829,320MLF2CXCM0002,MLF2C,XCM0002,7,377,2024-03-14 09:35:40
2830,320MLF2CXCM0003,MLF2C,XCM0003,7,377,2024-03-14 09:35:40
2831,320CBTXC2000037,XXXXXX,000037,1,1,2024-03-14 09:35:40
2832,320CBTXC2000036,XXXXXX,000036,1,1,2024-03-14 09:35:40
2833,320CBTXC2000035,XXXXXX,000035,1,1,2024-03-14 09:35:40
2834,320CBTXB2000006,XXXXXX,000006,1,1,2024-03-14 09:35:40
2835,320CBTXC2000033,XXXXXX,000033,1,1,2024-03-14 09:35:40
2836,320CBTXC2000032,XXXXXX,000032,1,1,2024-03-14 09:35:40
2837,320CBTXC2000031,XXXXXX,000031,1,1,2024-03-14 09:35:40
2838,320CBTXB2000002,XXXXXX,000002,1,1,2024-03-14 09:35:40
2839,320TC9910320003,TC99,10320003,2,82,2024-03-14 09:35:40
2840,320TC9910320002,TC99,10320002,2,82,2024-03-14 09:35:40
2841,320TC9910320001,TC99,10320001,2,82,2024-03-14 09:35:40
2842,320CBTXB2000009,XXXXXX,000009,1,1,2024-03-14 09:35:40
2843,320CBTXB2000008,XXXXXX,000008,1,1,2024-03-14 09:35:40
2844,320CBTXC2000039,XXXXXX,000039,1,1,2024-03-14 09:35:40
2845,320CBTXC2000038,XXXXXX,000038,1,1,2024-03-14 09:35:40
2846,320WE10A1000011,WE10A1,000011,17,102,2024-03-14 09:35:40
2847,320MLF3W000004,MLF3W,000004,7,364,2024-03-14 09:35:40
2848,320MLF3W000005,MLF3W,000005,7,364,2024-03-14 09:35:40
2849,320MLF3W000006,MLF3W,000006,7,364,2024-03-14 09:35:40
2850,320MLF3W000007,MLF3W,000007,7,364,2024-03-14 09:35:40
2851,320MLF3W000001,MLF3W,000001,7,364,2024-03-14 09:35:40
2852,320MLF3W000002,MLF3W,000002,7,364,2024-03-14 09:35:40
2853,320MLF3W000003,MLF3W,000003,7,364,2024-03-14 09:35:41
2854,320MLF3W000008,MLF3W,000008,7,364,2024-03-14 09:35:41
2855,320MLF3W000009,MLF3W,000009,7,364,2024-03-14 09:35:41
2856,320MLF2W000009,MLF2W,000009,7,362,2024-03-14 09:35:41
2857,320MLF2W000008,MLF2W,000008,7,362,2024-03-14 09:35:41
2858,320MLF2W000003,MLF2W,000003,7,362,2024-03-14 09:35:41
2859,320MLF2W000002,MLF2W,000002,7,362,2024-03-14 09:35:41
2860,320MLF2W000001,MLF2W,000001,7,362,2024-03-14 09:35:41
2861,320MLF2W000007,MLF2W,000007,7,362,2024-03-14 09:35:41
2862,320MLF2W000006,MLF2W,000006,7,362,2024-03-14 09:35:41
2863,320MLF2W000005,MLF2W,000005,7,362,2024-03-14 09:35:41
2864,320MLF2W000004,MLF2W,000004,7,362,2024-03-14 09:35:41
2865,320TC9910120019,TC99,10120019,2,82,2024-03-14 09:35:41
2866,320TC9910110011,TC99,10110011,2,82,2024-03-14 09:35:41
2867,320TC9910110010,TC99,10110010,2,82,2024-03-14 09:35:41
2868,320TC9910110013,TC99,10110013,2,82,2024-03-14 09:35:41
2869,320TC9910110015,TC99,10110015,2,82,2024-03-14 09:35:41
2870,320TC9910110014,TC99,10110014,2,82,2024-03-14 09:35:41
2871,320TC9910110016,TC99,10110016,2,82,2024-03-14 09:35:41
2872,320TC9910060006,TC99,10060006,2,82,2024-03-14 09:35:41
2873,320TC9910090021,TC99,10090021,2,82,2024-03-14 09:35:41
2874,320TC9910090020,TC99,10090020,2,82,2024-03-14 09:35:41
2875,320TC9910060007,TC99,10060007,2,82,2024-03-14 09:35:41
2876,320BC9000050001,BC90,00050001,6,89,2024-03-14 09:35:41
2877,320TC9910120022,TC99,10120022,2,82,2024-03-14 09:35:41
2878,320BC9000050003,BC90,00050003,6,89,2024-03-14 09:35:41
2879,320BC9000050002,BC90,00050002,6,89,2024-03-14 09:35:41
2880,320BC9000050005,BC90,00050005,6,89,2024-03-14 09:35:41
2881,320BC9000050004,BC90,00050004,6,89,2024-03-14 09:35:41
2882,320BC9000050007,BC90,00050007,6,89,2024-03-14 09:35:41
2883,320BC9000050006,BC90,00050006,6,89,2024-03-14 09:35:41
2884,320BC9000120005,BC90,00120005,6,89,2024-03-14 09:35:41
2885,320BC9000120004,BC90,00120004,6,89,2024-03-14 09:35:41
2886,320BC9000120007,BC90,00120007,6,89,2024-03-14 09:35:41
2887,320BC9000120006,BC90,00120006,6,89,2024-03-14 09:35:41
2888,320BC9000120001,BC90,00120001,6,89,2024-03-14 09:35:41
2889,320BC9000120003,BC90,00120003,6,89,2024-03-14 09:35:41
2890,320BC9000120002,BC90,00120002,6,89,2024-03-14 09:35:41
2891,320MLF2CXTT0008,MLF2C,XTT0008,7,377,2024-03-14 09:35:41
2892,320MLF3W2SB0008,MLF3W,2SB0008,7,364,2024-03-14 09:35:41
2893,320MLF3W2SB0009,MLF3W,2SB0009,7,364,2024-03-14 09:35:41
2894,320MLF3W2SB0001,MLF3W,2SB0001,7,364,2024-03-14 09:35:41
2895,320MLF3W2SB0002,MLF3W,2SB0002,7,364,2024-03-14 09:35:41
2896,320MLF3W2SB0003,MLF3W,2SB0003,7,364,2024-03-14 09:35:41
2897,320MLF3W2SB0004,MLF3W,2SB0004,7,364,2024-03-14 09:35:41
2898,320MLF3W2SB0005,MLF3W,2SB0005,7,364,2024-03-14 09:35:41
2899,320MLF3W2SB0006,MLF3W,2SB0006,7,364,2024-03-14 09:35:41
2900,320MLF3W2SB0007,MLF3W,2SB0007,7,364,2024-03-14 09:35:41
2901,320MLF2CXTT0009,MLF2C,XTT0009,7,377,2024-03-14 09:35:41
2902,320MLF2WX0002,MLF2W,X0002,7,362,2024-03-14 09:35:41
2903,320MLF2WX0003,MLF2W,X0003,7,362,2024-03-14 09:35:41
2904,320MLF2WX0001,MLF2W,X0001,7,362,2024-03-14 09:35:41
2905,320MLF2WX0006,MLF2W,X0006,7,362,2024-03-14 09:35:41
2906,320MLF2WX0007,MLF2W,X0007,7,362,2024-03-14 09:35:41
2907,320MLF2WX0004,MLF2W,X0004,7,362,2024-03-14 09:35:41
2908,320MLF2WX0005,MLF2W,X0005,7,362,2024-03-14 09:35:41
2909,320MHF1CXSB0004,MHF1C,XSB0004,8,379,2024-03-14 09:35:41
2910,320MHF1CXSB0005,MHF1C,XSB0005,8,379,2024-03-14 09:35:41
2911,320MLF2WX0008,MLF2W,X0008,7,362,2024-03-14 09:35:41
2912,320MLF2WX0009,MLF2W,X0009,7,362,2024-03-14 09:35:42
2913,320MHF1CXSB0001,MHF1C,XSB0001,8,379,2024-03-14 09:35:42
2914,320MHF1CXSB0002,MHF1C,XSB0002,8,379,2024-03-14 09:35:42
2915,320MHF1CXSB0003,MHF1C,XSB0003,8,379,2024-03-14 09:35:42
2916,320MLF2CXTT0006,MLF2C,XTT0006,7,377,2024-03-14 09:35:42
2917,320CBTXB2000012,XXXXXX,000012,1,1,2024-03-14 09:35:42
2918,320CBTXB2000013,XXXXXX,000013,1,1,2024-03-14 09:35:42
2919,320CBTXB2000010,XXXXXX,000010,1,1,2024-03-14 09:35:42
2920,320CBTXC2000027,XXXXXX,000027,1,1,2024-03-14 09:35:42
2921,320MLF2CXTT0007,MLF2C,XTT0007,7,377,2024-03-14 09:35:42
2922,320CBTXB2000016,XXXXXX,000016,1,1,2024-03-14 09:35:42
2923,320CBTXB2000017,XXXXXX,000017,1,1,2024-03-14 09:35:42
2924,320CBTXC2000022,XXXXXX,000022,1,1,2024-03-14 09:35:42
2925,320CBTXB2000015,XXXXXX,000015,1,1,2024-03-14 09:35:42
2926,320TC9910410006,TC99,10410006,2,82,2024-03-14 09:35:42
2927,320CBTXC2000024,XXXXXX,000024,1,1,2024-03-14 09:35:42
2928,320CBTXC2000025,XXXXXX,000025,1,1,2024-03-14 09:35:42
2929,320CBTXC2000026,XXXXXX,000026,1,1,2024-03-14 09:35:42
2930,320CBTXB2000011,XXXXXX,000011,1,1,2024-03-14 09:35:42
2931,320CBTXC2000020,XXXXXX,000020,1,1,2024-03-14 09:35:42
2932,320CBTXC2000021,XXXXXX,000021,1,1,2024-03-14 09:35:42
2933,320CBTXB2000014,XXXXXX,000014,1,1,2024-03-14 09:35:42
2934,320CBTXC2000023,XXXXXX,000023,1,1,2024-03-14 09:35:42
2935,320CBTXB2000018,XXXXXX,000018,1,1,2024-03-14 09:35:42
2936,320CBTXB2000019,XXXXXX,000019,1,1,2024-03-14 09:35:42
2937,320CBTXC2000028,XXXXXX,000028,1,1,2024-03-14 09:35:42
2938,320CBTXC2000029,XXXXXX,000029,1,1,2024-03-14 09:35:42
2939,320CBTXD2000050,XXXXXX,000050,1,1,2024-03-14 09:35:42
2940,320MLF3W000010,MLF3W,000010,7,364,2024-03-14 09:35:42
2941,320TC9910110008,TC99,10110008,2,82,2024-03-14 09:35:42
2942,320TC9910110009,TC99,10110009,2,82,2024-03-14 09:35:42
2943,320TC9910110006,TC99,10110006,2,82,2024-03-14 09:35:42
2944,320TC9910110007,TC99,10110007,2,82,2024-03-14 09:35:42
2945,320TC9910110004,TC99,10110004,2,82,2024-03-14 09:35:42
2946,320TC9910110005,TC99,10110005,2,82,2024-03-14 09:35:42
2947,320TC9910110002,TC99,10110002,2,82,2024-03-14 09:35:42
2948,320TC9910110003,TC99,10110003,2,82,2024-03-14 09:35:42
2949,320TC9910110001,TC99,10110001,2,82,2024-03-14 09:35:42
2950,320TC9910330008,TC99,10330008,2,82,2024-03-14 09:35:42
2951,320TC9910330002,TC99,10330002,2,82,2024-03-14 09:35:42
2952,320TC9910330003,TC99,10330003,2,82,2024-03-14 09:35:42
2953,320TC9910330001,TC99,10330001,2,82,2024-03-14 09:35:42
2954,320TC9910330006,TC99,10330006,2,82,2024-03-14 09:35:42
2955,320TC9910330007,TC99,10330007,2,82,2024-03-14 09:35:42
2956,320TC9910330004,TC99,10330004,2,82,2024-03-14 09:35:42
2957,320TC9910330005,TC99,10330005,2,82,2024-03-14 09:35:42
2958,320WW30A1000007,WW30A1,000007,4,106,2024-03-14 09:35:42
2959,320WW30A1000006,WW30A1,000006,4,106,2024-03-14 09:35:42
2960,320WW30A1000005,WW30A1,000005,4,106,2024-03-14 09:35:43
2961,320WW30A1000004,WW30A1,000004,4,106,2024-03-14 09:35:43
2962,320WW30A1000002,WW30A1,000002,4,106,2024-03-14 09:35:43
2963,320WW30A1000001,WW30A1,000001,4,106,2024-03-14 09:35:43
2964,320WW30A1000009,WW30A1,000009,4,106,2024-03-14 09:35:43
2965,320WW30A1000008,WW30A1,000008,4,106,2024-03-14 09:35:43
2966,320TC9910190006,TC99,10190006,2,82,2024-03-14 09:35:43
2967,320TC9910190007,TC99,10190007,2,82,2024-03-14 09:35:43
2968,320TC9910190004,TC99,10190004,2,82,2024-03-14 09:35:43
2969,320TC9910190005,TC99,10190005,2,82,2024-03-14 09:35:43
2970,320TC9910190002,TC99,10190002,2,82,2024-03-14 09:35:43
2971,320TC9910190003,TC99,10190003,2,82,2024-03-14 09:35:43
2972,320TC9910190001,TC99,10190001,2,82,2024-03-14 09:35:43
2973,320TC9910190008,TC99,10190008,2,82,2024-03-14 09:35:43
2974,320EH03F0000013,EH03F0,000013,22,488,2024-03-14 09:35:43
2975,320EH03F0000012,EH03F0,000012,22,488,2024-03-14 09:35:43
2976,320EH03F0000011,EH03F0,000011,22,488,2024-03-14 09:35:43
2977,320EH03F0000010,EH03F0,000010,22,488,2024-03-14 09:35:43
2978,320EH03F0000014,EH03F0,000014,22,488,2024-03-14 09:35:43
2979,320MLF3WXIH0010,MLF3W,XIH0010,7,364,2024-03-14 09:35:43
2980,320WW10A1000009,WW10A1,000009,4,102,2024-03-14 09:35:43
2981,320WW10A1000008,WW10A1,000008,4,102,2024-03-14 09:35:43
2982,320WW10A1000005,WW10A1,000005,4,102,2024-03-14 09:35:43
2983,320WW10A1000004,WW10A1,000004,4,102,2024-03-14 09:35:43
2984,320WW10A1000007,WW10A1,000007,4,102,2024-03-14 09:35:43
2985,320WW10A1000006,WW10A1,000006,4,102,2024-03-14 09:35:43
2986,320WW10A1000001,WW10A1,000001,4,102,2024-03-14 09:35:43
2987,320WW10A1000003,WW10A1,000003,4,102,2024-03-14 09:35:43
2988,320WW10A1000002,WW10A1,000002,4,102,2024-03-14 09:35:43
2989,320TC9910360008,TC99,10360008,2,82,2024-03-14 09:35:43
2990,320TC9910360007,TC99,10360007,2,82,2024-03-14 09:35:43
2991,320TC9910360006,TC99,10360006,2,82,2024-03-14 09:35:43
2992,320TC9910360005,TC99,10360005,2,82,2024-03-14 09:35:43
2993,320TC9910360004,TC99,10360004,2,82,2024-03-14 09:35:43
2994,320TC9910360003,TC99,10360003,2,82,2024-03-14 09:35:43
2995,320TC9910360002,TC99,10360002,2,82,2024-03-14 09:35:43
2996,320TC9910360001,TC99,10360001,2,82,2024-03-14 09:35:43
2997,320BC9000090005,BC90,00090005,6,89,2024-03-14 09:35:43
2998,320BC9000090004,BC90,00090004,6,89,2024-03-14 09:35:43
2999,320BC9000090007,BC90,00090007,6,89,2024-03-14 09:35:43
3000,320BC9000090006,BC90,00090006,6,89,2024-03-14 09:35:43
3001,320BC9000090001,BC90,00090001,6,89,2024-03-14 09:35:43
3002,320BC9000090003,BC90,00090003,6,89,2024-03-14 09:35:43
3003,320BC9000090002,BC90,00090002,6,89,2024-03-14 09:35:43
3004,320CBTXC2000011,XXXXXX,000011,1,1,2024-03-14 09:35:43
3005,320CBTXC2000010,XXXXXX,000010,1,1,2024-03-14 09:35:43
3006,320CBTXC2000013,XXXXXX,000013,1,1,2024-03-14 09:35:43
3007,320CBTXC2000012,XXXXXX,000012,1,1,2024-03-14 09:35:43
3008,320CBTXC2000015,XXXXXX,000015,1,1,2024-03-14 09:35:44
3009,320CBTXC2000014,XXXXXX,000014,1,1,2024-03-14 09:35:44
3010,320CBTXC2000017,XXXXXX,000017,1,1,2024-03-14 09:35:44
3011,320CBTXC2000016,XXXXXX,000016,1,1,2024-03-14 09:35:44
3012,320CBTXC2000019,XXXXXX,000019,1,1,2024-03-14 09:35:44
3013,320CBTXC2000018,XXXXXX,000018,1,1,2024-03-14 09:35:44
3014,320TC9910380001,TC99,10380001,2,82,2024-03-14 09:35:44
3015,320TC9910380003,TC99,10380003,2,82,2024-03-14 09:35:44
3016,320TC9910380002,TC99,10380002,2,82,2024-03-14 09:35:44
3017,320TC9910380005,TC99,10380005,2,82,2024-03-14 09:35:44
3018,320TC9910380004,TC99,10380004,2,82,2024-03-14 09:35:44
3019,320TC9910380007,TC99,10380007,2,82,2024-03-14 09:35:44
3020,320TC9910380006,TC99,10380006,2,82,2024-03-14 09:35:44
3021,320TC9910380008,TC99,10380008,2,82,2024-03-14 09:35:44
3022,320TC0100010008,TC010,0010008,2,27,2024-03-14 09:35:44
3023,320TC0100010001,TC010,0010001,2,27,2024-03-14 09:35:44
3024,320TC0100010003,TC010,0010003,2,27,2024-03-14 09:35:44
3025,320TC0100010002,TC010,0010002,2,27,2024-03-14 09:35:44
3026,320TC0100010005,TC010,0010005,2,27,2024-03-14 09:35:44
3027,320TC0100010004,TC010,0010004,2,27,2024-03-14 09:35:44
3028,320TC0100010007,TC010,0010007,2,27,2024-03-14 09:35:44
3029,320TC0100010006,TC010,0010006,2,27,2024-03-14 09:35:44
3030,320WE10A1000009,WE10A1,000009,17,102,2024-03-14 09:35:44
3031,320WE10A1000008,WE10A1,000008,17,102,2024-03-14 09:35:44
3032,320WE10A1000007,WE10A1,000007,17,102,2024-03-14 09:35:44
3033,320WE10A1000006,WE10A1,000006,17,102,2024-03-14 09:35:44
3034,320WE10A1000005,WE10A1,000005,17,102,2024-03-14 09:35:44
3035,320WE10A1000004,WE10A1,000004,17,102,2024-03-14 09:35:44
3036,320WE10A1000003,WE10A1,000003,17,102,2024-03-14 09:35:44
3037,320WE10A1000002,WE10A1,000002,17,102,2024-03-14 09:35:44
3038,320WE10A1000001,WE10A1,000001,17,102,2024-03-14 09:35:44
3039,320TC9910090005,TC99,10090005,2,82,2024-03-14 09:35:44
3040,320TC9910090004,TC99,10090004,2,82,2024-03-14 09:35:44
3041,320TC9910090007,TC99,10090007,2,82,2024-03-14 09:35:44
3042,320TC9910090006,TC99,10090006,2,82,2024-03-14 09:35:44
3043,320TC9910090001,TC99,10090001,2,82,2024-03-14 09:35:44
3044,320TC9910120008,TC99,10120008,2,82,2024-03-14 09:35:44
3045,320TC9910090003,TC99,10090003,2,82,2024-03-14 09:35:44
3046,320TC9910090002,TC99,10090002,2,82,2024-03-14 09:35:44
3047,320TC9910120005,TC99,10120005,2,82,2024-03-14 09:35:44
3048,320TC9910120004,TC99,10120004,2,82,2024-03-14 09:35:44
3049,320TC9910120007,TC99,10120007,2,82,2024-03-14 09:35:44
3050,320TC9910120001,TC99,10120001,2,82,2024-03-14 09:35:44
3051,320TC9910090008,TC99,10090008,2,82,2024-03-14 09:35:44
3052,320TC9910120003,TC99,10120003,2,82,2024-03-14 09:35:44
3053,320TC9910120002,TC99,10120002,2,82,2024-03-14 09:35:44
3054,320TC9910420002,TC99,10420002,2,82,2024-03-14 09:35:44
3055,320TC9910420003,TC99,10420003,2,82,2024-03-14 09:35:44
3056,320TC9910420001,TC99,10420001,2,82,2024-03-14 09:35:44
3057,320TC9910420006,TC99,10420006,2,82,2024-03-14 09:35:44
3058,320TC9910420007,TC99,10420007,2,82,2024-03-14 09:35:44
3059,320TC9910420004,TC99,10420004,2,82,2024-03-14 09:35:44
3060,320TC9910420005,TC99,10420005,2,82,2024-03-14 09:35:44
3061,320TC9910420008,TC99,10420008,2,82,2024-03-14 09:35:45
3062,320MLF2CXCM0005,MLF2C,XCM0005,7,377,2024-03-14 09:35:45
3063,320MLF2CXCM0006,MLF2C,XCM0006,7,377,2024-03-14 09:35:45
3064,320TC9910280008,TC99,10280008,2,82,2024-03-14 09:35:45
3065,320TC9910280006,TC99,10280006,2,82,2024-03-14 09:35:45
3066,320TC9910280007,TC99,10280007,2,82,2024-03-14 09:35:45
3067,320TC9910280004,TC99,10280004,2,82,2024-03-14 09:35:45
3068,320TC9910280005,TC99,10280005,2,82,2024-03-14 09:35:45
3069,320TC9910280002,TC99,10280002,2,82,2024-03-14 09:35:45
3070,320TC9910280003,TC99,10280003,2,82,2024-03-14 09:35:45
3071,320TC9910280001,TC99,10280001,2,82,2024-03-14 09:35:45
3072,320MLF3WXSB0010,MLF3W,XSB0010,7,364,2024-03-14 09:35:45
3073,320MLF3CXCM0006,MLF3C,XCM0006,7,360,2024-03-14 09:35:45
3074,320MLF2WXSB0007,MLF2W,XSB0007,7,362,2024-03-14 09:35:45
3075,320MLF2WXSB0006,MLF2W,XSB0006,7,362,2024-03-14 09:35:45
